Content,Stars,titre,origine,jour,mois,année,Pays
Good seller. Good product,5,SUPER SMASH BROS,AMAZON,15,6,2020,Royaume-Uni
Great game very fast early delivery,5,SUPER SMASH BROS,AMAZON,25,4,2020,Royaume-Uni
Would like to rate the actual game but all that was supplied was an empty game box.,1,SUPER SMASH BROS,AMAZON,15,4,2022,Royaume-Uni
Got this for my son for Christmas he loves it!,5,SUPER SMASH BROS,AMAZON,28,1,2020,Royaume-Uni
"Le produit multimédia n'a pas pu être chargé.This is the first time something like this happened, I bought this as a gift with multiple games, everything was fine but the game box was opened and taped with stickers and its game cartage missing. I have no idea how this made it out the shipping Facility with its current status. The frustrating thing is that we are asked to pay the full price and Pay for Amazon prime and we end up with this product",1,SUPER SMASH BROS,AMAZON,13,3,2022,États-Unis
Great game. A must have for all switch owners. Also a brilliant game to play with friends and single player is amazing.,5,SUPER SMASH BROS,AMAZON,5,3,2019,Royaume-Uni
Loads of characters and loads of colourful action. My son loves it!,5,SUPER SMASH BROS,AMAZON,20,11,2019,Royaume-Uni
"Everyone is here!I love the new classic mode, everyone has a customised path which makes me want to try all the characters!",5,SUPER SMASH BROS,AMAZON,5,1,2019,Royaume-Uni
Excellent game. Really good fun and great online functions.,5,SUPER SMASH BROS,AMAZON,5,2,2020,Royaume-Uni
Fast delivery and good family fun...,5,SUPER SMASH BROS,AMAZON,20,4,2020,Royaume-Uni
Purchased as a gift. My nephew loves the game !!!,5,SUPER SMASH BROS,AMAZON,22,3,2019,États-Unis
Perfect- my son has been waiting on this “all year”. He loves playing on it and on line with it and his friends,5,SUPER SMASH BROS,AMAZON,2,1,2019,Royaume-Uni
Decent game and hours of entertainment,4,SUPER SMASH BROS,AMAZON,13,1,2019,Royaume-Uni
Came early so I had more time to enjoy the game and its new features. Wasn't disappointed at all when I first played it,5,SUPER SMASH BROS,AMAZON,12,12,2018,Royaume-Uni
"Essential purchase for Switch owners. Visually stunning with truck loads of content. Single, multi player, online, whatever mode you like - all are great.",5,SUPER SMASH BROS,AMAZON,13,12,2018,Royaume-Uni
"Brilliant game, well worth the money! Haven't played much of anything else over Christmas apart from this as I can't put it down!",5,SUPER SMASH BROS,AMAZON,31,12,2018,Royaume-Uni
Bought for Christmas gift.,5,SUPER SMASH BROS,AMAZON,25,12,2019,États-Unis
Christmas present for grandson,5,SUPER SMASH BROS,AMAZON,14,12,2019,États-Unis
"The Game is awesome,  one of the best games I've ever tried on the switch and I would 100% recommend it to anyone.",5,SUPER SMASH BROS,AMAZON,10,12,2018,Royaume-Uni
Really fun game to play.I definitely recommend getting this game.,5,SUPER SMASH BROS,AMAZON,1,12,2019,Royaume-Uni
My nephew loved it!!!,5,SUPER SMASH BROS,AMAZON,14,12,2019,États-Unis
daughter  is delighted. She hqd been waiting for this game. the graphics are great  and she is finding it captivating.,5,SUPER SMASH BROS,AMAZON,14,12,2018,Royaume-Uni
Hours of fun and never gets boring.,5,SUPER SMASH BROS,AMAZON,3,3,2020,Royaume-Uni
"Not sure what all the hype is about. Maybe if you like newer games this is for you, but as someone a bit older I was hoping to get some of that vintage N64 Smash experience I had when I was a kid. I feel like they added way too much and over complicated this game, and the campaign is awful. The controls are confusing and inconsistent. If you’re  7 years old maybe you will enjoy it, but personally thought it was terrible. I think Nintendo’s vintage games have gotten so much worse, the N64 and GameCube games were much better.",1,SUPER SMASH BROS,AMAZON,7,5,2020,États-Unis
Arrived promptly and is easy to learn the controls.,5,SUPER SMASH BROS,AMAZON,9,1,2020,Royaume-Uni
My son loves it.just think very expensive,5,SUPER SMASH BROS,AMAZON,28,2,2020,Royaume-Uni
Wonderfully curated game which is addictive beyond belief! Brilliant multiplayer mode to boot.,5,SUPER SMASH BROS,AMAZON,1,10,2019,Royaume-Uni
"Good price, good product. Fast delivery and as expected.",5,SUPER SMASH BROS,AMAZON,7,1,2020,Royaume-Uni
Love the game,5,SUPER SMASH BROS,AMAZON,4,6,2020,Royaume-Uni
What’s not to like! Every character seen on Nintendo is in here. Only fault is menu system is a bit confusing,5,SUPER SMASH BROS,AMAZON,5,1,2019,Royaume-Uni
Fantabulously Fantastic. Brilliant game with lots of Dishoom Dishoom. Would have loved it if they had included characters from Mortal Kombat.,5,SUPER SMASH BROS,AMAZON,31,1,2019,Royaume-Uni
"per quanto possa essere un gioco storico di nintendo il problema principale sta nel fatto che non c'è una storia, tanti scenari ma poca varietà di cose da fare.",3,SUPER SMASH BROS,AMAZON,20,3,2020,Italie
Great game but hard to get stuck into and I think the gameplay is too repetitive and the controls seem too simple to freshen up your style every game and keep it interesting,3,SUPER SMASH BROS,AMAZON,27,1,2019,Royaume-Uni
Brilliant,5,SUPER SMASH BROS,AMAZON,21,7,2020,Royaume-Uni
"Good working condition, came with case. Big gamer so it's a great addition to my collection",5,SUPER SMASH BROS,AMAZON,3,6,2019,Royaume-Uni
Kids love the game,5,SUPER SMASH BROS,AMAZON,2,5,2020,Royaume-Uni
Son likes it but gets frustrated when he loses hopefully when he gets better he wont lose it as much,5,SUPER SMASH BROS,AMAZON,8,2,2019,Royaume-Uni
Great game all the family can play,5,SUPER SMASH BROS,AMAZON,16,2,2020,Royaume-Uni
Great game for multi player not done online just with local multi player and the spirits mode is fun also,5,SUPER SMASH BROS,AMAZON,4,2,2019,Royaume-Uni
"Bought this for my step daughter and she loves it, pricey but worth it as its a huge game.",5,SUPER SMASH BROS,AMAZON,18,2,2019,Royaume-Uni
Very good game thank you,5,SUPER SMASH BROS,AMAZON,30,3,2020,Royaume-Uni
The most smash in a game. The ultimate combination of fighters 👍,5,SUPER SMASH BROS,AMAZON,6,10,2019,Royaume-Uni
Omg I’m addicted to this game it is so good and u can play with ur friends,5,SUPER SMASH BROS,AMAZON,22,3,2019,Royaume-Uni
Bought for gift,5,SUPER SMASH BROS,AMAZON,14,12,2019,États-Unis
"Might be the first Nintendo game I take to cex, cpus are ridiculous, not a game you can have casual fun with, ruined by the new spirit system forcing you to micromanage every battle.",3,SUPER SMASH BROS,AMAZON,7,12,2018,Royaume-Uni
"Super fun, easy to pick up and play + loads of content. Worth the buy if you’re a Switch owner.",5,SUPER SMASH BROS,AMAZON,11,12,2018,Royaume-Uni
"El juego está bien para niños de más 8 años, se puede jugar individual o con dos mandos",4,SUPER SMASH BROS,AMAZON,10,5,2019,Espagne
A very good smash game. A must play for switch owners as many of the first party games are.,5,SUPER SMASH BROS,AMAZON,30,12,2018,Royaume-Uni
This game is wonderful ny all the details and how you can play with the hole family,5,SUPER SMASH BROS,AMAZON,9,3,2019,Royaume-Uni
Best game ever,5,SUPER SMASH BROS,AMAZON,9,5,2020,Royaume-Uni
"My daughter is enjoying the game, it's much like the DS version I think",5,SUPER SMASH BROS,AMAZON,27,7,2019,Royaume-Uni
The games looks awesome can't wait to see my Grandsons face on Christmas day well done Amazon  *****,5,SUPER SMASH BROS,AMAZON,8,12,2018,Royaume-Uni
Very good and it was delivered on time!,5,SUPER SMASH BROS,AMAZON,29,12,2019,Royaume-Uni
"It's a lovely box. Really well crafted with some lovely artwork. Unfortunately I can't give it higher rating because it was, in fact, empty. No product inside at all. Nonetheless, the box will make a lovely addition to landfill.",1,SUPER SMASH BROS,AMAZON,23,11,2021,Royaume-Uni
My son enjoyed the game quick delivery,5,SUPER SMASH BROS,AMAZON,22,1,2020,Royaume-Uni
Fantastic game brilliant roster of characters absolutely great fun alone or with a group of friends or colleagues,5,SUPER SMASH BROS,AMAZON,7,2,2019,Royaume-Uni
Bought this as a christmas present in October but there was no disc in the box so will have to buy again as have gone out of the time slot for returns.,1,SUPER SMASH BROS,AMAZON,25,12,2021,Royaume-Uni
"There was no disc in the game, and it was fully wrapped up. This is a faulty product and useless, I want my Money back and wouldn’t recommend anyone to buy it.",1,SUPER SMASH BROS,AMAZON,24,12,2021,Royaume-Uni
This is a great multiplayer game but has some good solo play features also.,5,SUPER SMASH BROS,AMAZON,8,7,2019,Royaume-Uni
Although it’s price is high it is totally worth it one of the best games for the switch,5,SUPER SMASH BROS,AMAZON,28,1,2019,Royaume-Uni
One of my favourite games. Really fun and addictive,5,SUPER SMASH BROS,AMAZON,25,11,2019,Royaume-Uni
Brilliant game. Arrived nice and quickly with Amazon Prime next day delivery!,5,SUPER SMASH BROS,AMAZON,9,9,2019,Royaume-Uni
"Great game, much better than previous versions of smash. Brilliant graphics, with loads of stages and brilliantly immersive.",5,SUPER SMASH BROS,AMAZON,28,12,2018,Royaume-Uni
This was a gift.,5,SUPER SMASH BROS,AMAZON,29,9,2019,États-Unis
Aeesome!!! 2nd best game on the switch!!! 1st being the legend of zelda breath of the wild!,5,SUPER SMASH BROS,AMAZON,1,2,2019,Royaume-Uni
"lovely game,has loads of characters and gameplay",5,SUPER SMASH BROS,AMAZON,31,12,2019,Royaume-Uni
"bought for the grandkids , plenty to do on it",5,SUPER SMASH BROS,AMAZON,17,10,2019,Royaume-Uni
We ordered this for Christmas and the game was not inside.  Didn't want to open the wrapper to spoil the magic.  3 absolutely devastated children this Christmas morning.,1,SUPER SMASH BROS,AMAZON,25,12,2021,Royaume-Uni
Ottimo prodotto ottimo venditore,5,SUPER SMASH BROS,AMAZON,11,12,2020,Italie
The whole family loves this game.,5,SUPER SMASH BROS,AMAZON,20,1,2020,Royaume-Uni
Good game,5,SUPER SMASH BROS,AMAZON,7,12,2019,États-Unis
"My husband absolutely loved it, spends a lot of time on it ... Great visuals too",5,SUPER SMASH BROS,AMAZON,10,2,2019,Royaume-Uni
Kids love this game,5,SUPER SMASH BROS,AMAZON,2,8,2019,États-Unis
What’s there not to like about Mario!!!!,5,SUPER SMASH BROS,AMAZON,23,3,2019,États-Unis
Per far giocare i figli,4,SUPER SMASH BROS,AMAZON,25,9,2019,Italie
"One of their favourite games. They have previous versions, this is the new go to game",5,SUPER SMASH BROS,AMAZON,6,1,2019,Royaume-Uni
Good game good delivery,5,SUPER SMASH BROS,AMAZON,18,2,2020,Royaume-Uni
"Amazing game, love it. Came in spotless condition.",5,SUPER SMASH BROS,AMAZON,9,11,2019,Royaume-Uni
"Ok, not great but ok",3,SUPER SMASH BROS,AMAZON,27,1,2020,Royaume-Uni
Super fun! My son loves it,5,SUPER SMASH BROS,AMAZON,22,3,2019,États-Unis
Very good game,5,SUPER SMASH BROS,AMAZON,3,3,2020,Royaume-Uni
"Bought as a gift, recipient very happy.",5,SUPER SMASH BROS,AMAZON,22,11,2019,Royaume-Uni
Great social button basher!,5,SUPER SMASH BROS,AMAZON,4,2,2020,Royaume-Uni
El juego excelente solo que el correo lo perdió y todo un reto para ir a recogerlo tardo demaciado la entrega,2,SUPER SMASH BROS,AMAZON,5,10,2021,États-Unis
The case had multiple cracks and it was supposedly new.,1,SUPER SMASH BROS,AMAZON,21,12,2022,États-Unis
Fun game.,5,SUPER SMASH BROS,AMAZON,20,9,2019,États-Unis
Its Smash Bros!!!! NUFF SAID!,5,SUPER SMASH BROS,AMAZON,29,12,2019,Royaume-Uni
Amazing game hours of fun,5,SUPER SMASH BROS,AMAZON,29,12,2019,Royaume-Uni
If you like smash bros this is the best game for you,5,SUPER SMASH BROS,AMAZON,8,7,2019,Royaume-Uni
"Wir waren uns unsicher ob dieses Spiel auf deutsch ist, aber zum Glück ist es auf deutsch.Es ist Orginal und auf der normalen Switch spielbar.",5,SUPER SMASH BROS,AMAZON,5,1,2019,Allemagne
Excellent game kids love playing it,5,SUPER SMASH BROS,AMAZON,2,12,2019,Royaume-Uni
Awesome game,5,SUPER SMASH BROS,AMAZON,9,3,2020,Royaume-Uni
Delivered on the day of release and I now had one extremely happy little boy,5,SUPER SMASH BROS,AMAZON,2,1,2019,Royaume-Uni
Mortified to give this gift twice to my son and both times the case was empty! Bad batch or thieving in the warehouse? Either way - the only thing ‘super’ about this was the disappointment level!,1,SUPER SMASH BROS,AMAZON,20,10,2021,Royaume-Uni
Son absolutely loves it,5,SUPER SMASH BROS,AMAZON,13,1,2020,Royaume-Uni
Great game,5,SUPER SMASH BROS,AMAZON,28,2,2020,Royaume-Uni
this is the best smash bros so for in my opinion,5,SUPER SMASH BROS,AMAZON,21,7,2019,Royaume-Uni
"Great game, great fun",5,SUPER SMASH BROS,AMAZON,3,1,2020,Royaume-Uni
Excellent,5,SUPER SMASH BROS,AMAZON,18,3,2020,Royaume-Uni
"This went down well with my grandson, lots of levels to play on.",5,SUPER SMASH BROS,AMAZON,20,4,2019,Royaume-Uni
Son loves this game,5,SUPER SMASH BROS,AMAZON,1,1,2020,Royaume-Uni
Yeah really good,5,SUPER SMASH BROS,AMAZON,24,1,2020,Royaume-Uni
Me llego como lo esperado y no hubo ningun problema,4,SUPER SMASH BROS,AMAZON,27,5,2019,Espagne
Kept a 10 year happy,5,SUPER SMASH BROS,AMAZON,4,12,2019,Royaume-Uni
One of the best games for the switch and great to play with friends.,5,SUPER SMASH BROS,AMAZON,7,2,2019,Royaume-Uni
Spel geleverd in Engelstalig hoesje. Minimaal 6 euro goedkoper als bij een andere winkel,5,SUPER SMASH BROS,AMAZON,16,4,2020,Pays-Bas
Great game. All the fun of Smash with a massive roster. Great for parties.,5,SUPER SMASH BROS,AMAZON,3,1,2019,Royaume-Uni
Exactly as it is,5,SUPER SMASH BROS,AMAZON,24,12,2019,Royaume-Uni
Great game,5,SUPER SMASH BROS,AMAZON,9,8,2019,États-Unis
Obviously the teenager loves this!!!!!Pre-ordered it & received it in good time too:),5,SUPER SMASH BROS,AMAZON,6,1,2019,Royaume-Uni
My son loves it. Has played it constantly since it arrived. Very fast delivery.,5,SUPER SMASH BROS,AMAZON,31,12,2018,Royaume-Uni
"A very fun game, I would recommend it.",5,SUPER SMASH BROS,AMAZON,9,9,2019,Royaume-Uni
"Awesome game, this is one of my party favorites, right along with Mario Kart.",5,SUPER SMASH BROS,AMAZON,20,12,2018,Royaume-Uni
Brilliant game!!,5,SUPER SMASH BROS,AMAZON,4,2,2020,Royaume-Uni
really good overall game and wifi is not needed,5,SUPER SMASH BROS,AMAZON,16,8,2019,Royaume-Uni
Item could have been packaged better. The case is cracked.Game works fine and is as amazing as I thought it would be!,3,SUPER SMASH BROS,AMAZON,26,12,2018,Royaume-Uni
In good,3,SUPER SMASH BROS,AMAZON,7,12,2019,Royaume-Uni
Bought this as a present since delivered it as been played and enjoyed,5,SUPER SMASH BROS,AMAZON,20,2,2019,Royaume-Uni
"A classic game my so loved playing, arrived quickly & well packaged",5,SUPER SMASH BROS,AMAZON,23,4,2019,Royaume-Uni
Perfect,5,SUPER SMASH BROS,AMAZON,20,2,2020,Royaume-Uni
Great thank you,5,SUPER SMASH BROS,AMAZON,1,1,2020,Royaume-Uni
Ninetendo switch,5,SUPER SMASH BROS,AMAZON,4,6,2019,États-Unis
Good,5,SUPER SMASH BROS,AMAZON,17,2,2020,Royaume-Uni
Bought it for my nephew for his birthday. He loves it.,5,SUPER SMASH BROS,AMAZON,18,5,2019,Royaume-Uni
Cool game for children with a big selection of characters.,5,SUPER SMASH BROS,AMAZON,15,6,2019,Royaume-Uni
Son loves it,5,SUPER SMASH BROS,AMAZON,28,12,2019,Royaume-Uni
YEEEEESSSSS,5,SUPER SMASH BROS,AMAZON,15,2,2020,Royaume-Uni
Bought as xmas present for son. He has played it for hours since.,5,SUPER SMASH BROS,AMAZON,6,1,2019,Royaume-Uni
Great game. Nice updated feature from the previous release on the Wii U,5,SUPER SMASH BROS,AMAZON,5,1,2019,Royaume-Uni
Excellent game with more advanced graphic and futures compared to the Wii version.,5,SUPER SMASH BROS,AMAZON,10,1,2019,Royaume-Uni
"Single player is long. Really long. However, multiplayer is where this really shines.",5,SUPER SMASH BROS,AMAZON,31,12,2018,Royaume-Uni
"Opened up the box, the seal was broken on the case and no game inside. Absolutely livid.",1,SUPER SMASH BROS,AMAZON,6,1,2022,Royaume-Uni
Daughter is a big switch fan and this game made her christmas,5,SUPER SMASH BROS,AMAZON,10,2,2019,Royaume-Uni
"Bought for son in law, he has no complaints",5,SUPER SMASH BROS,AMAZON,25,6,2019,Royaume-Uni
Just opened the box bought as a present to find it is empty. Very disappointed son.,1,SUPER SMASH BROS,AMAZON,8,1,2022,Royaume-Uni
"Amazing, no ther words. If you have a switch, gran it!",5,SUPER SMASH BROS,AMAZON,1,5,2019,Royaume-Uni
Really good game and so many characters to unlock. Hours of fun,5,SUPER SMASH BROS,AMAZON,27,1,2019,Royaume-Uni
My son loves this game. Keeps him very busy on his switch,5,SUPER SMASH BROS,AMAZON,28,1,2019,Royaume-Uni
Great game so fun and sooooo many characters to unlock must get,5,SUPER SMASH BROS,AMAZON,26,1,2019,Royaume-Uni
Warning! Empty box no game included. Bought this as a christmas present for a very disappointed 7 year old,1,SUPER SMASH BROS,AMAZON,26,12,2021,Royaume-Uni
"First one didnt have a cartridge in the box at all. The replacement came in the exact same way.If you google this, Amazon and other online retailers have had issues with missing game cartridges from Switch cases. It appears that somebody in the warehouse or somewhere else along the supply chain is just stealing the product since they are so small and easily removed. I will either buy in-store or digital codes from now on.",1,SUPER SMASH BROS,AMAZON,2,3,2020,États-Unis
I like all,5,SUPER SMASH BROS,AMAZON,11,10,2019,Inde
As described,5,SUPER SMASH BROS,AMAZON,5,1,2020,Royaume-Uni
"El juego viene en Español. Compre la versión importación inglesa y comunicaros que el juego trae 11 idiomas en los que se incluye en castellano, inclusive las voces del comentarista.",5,SUPER SMASH BROS,AMAZON,10,3,2019,Espagne
Disgusting! Just opened this on Christmas Day and there is no game inside… Difficult to explain Santa messed up!,1,SUPER SMASH BROS,AMAZON,25,12,2021,Royaume-Uni
Good game but not cheap,3,SUPER SMASH BROS,AMAZON,17,9,2019,Royaume-Uni
Grandson loves it,5,SUPER SMASH BROS,AMAZON,13,3,2019,États-Unis
Just want the grandson wanted.,5,SUPER SMASH BROS,AMAZON,15,10,2019,Royaume-Uni
Grandson loved it,5,SUPER SMASH BROS,AMAZON,3,12,2019,Royaume-Uni
Brought as a present and the recipient is really enjoying the game.,5,SUPER SMASH BROS,AMAZON,10,1,2019,Royaume-Uni
Love the game.,5,SUPER SMASH BROS,AMAZON,21,3,2019,États-Unis
Came in a day after release and it is an amazing game.,5,SUPER SMASH BROS,AMAZON,8,1,2019,Royaume-Uni
Good,5,SUPER SMASH BROS,AMAZON,16,1,2020,Royaume-Uni
We also pay for them to play with others online(nintendo online membership?).,5,SUPER SMASH BROS,AMAZON,2,1,2019,Royaume-Uni
It's so fun but you have to earn most of the characters,5,SUPER SMASH BROS,AMAZON,1,1,2019,Royaume-Uni
Drives parent nuts but the kids love it,5,SUPER SMASH BROS,AMAZON,18,7,2019,Royaume-Uni
Really good fun. Even better with friends ! Love this game.,5,SUPER SMASH BROS,AMAZON,30,1,2019,Royaume-Uni
Mario! Yeah!,5,SUPER SMASH BROS,AMAZON,13,12,2019,Royaume-Uni
My son was happy with this birthday gift so can recommend.,5,SUPER SMASH BROS,AMAZON,28,2,2019,Royaume-Uni
Great game son loves it fast delivery ty,5,SUPER SMASH BROS,AMAZON,14,7,2019,Royaume-Uni
"Perfetto sia per single che multiplayer. Anche l'online regala molte gioie, super consigliato per i fan della saga e meno per chi non ama i picchiaduro.",5,SUPER SMASH BROS,AMAZON,21,2,2019,Italie
Bought as a Christmas present. Well made & a good price.,5,SUPER SMASH BROS,AMAZON,18,2,2019,Royaume-Uni
Amazing and fun games well packaged,5,SUPER SMASH BROS,AMAZON,21,8,2019,Royaume-Uni
Grandson wanted this,5,SUPER SMASH BROS,AMAZON,4,11,2019,Royaume-Uni
Annoyingly good game ..great for a competition. We’ve had 5 players,5,SUPER SMASH BROS,AMAZON,14,1,2019,Royaume-Uni
Ordered for Christmas. Arrived in time and the kids love it.,5,SUPER SMASH BROS,AMAZON,5,1,2019,Royaume-Uni
⭐️⭐️⭐️⭐️⭐️,5,SUPER SMASH BROS,AMAZON,21,12,2019,Royaume-Uni
This came with no game card and no download code. I will be returning this.,1,SUPER SMASH BROS,AMAZON,25,12,2021,Royaume-Uni
Our son loves it,5,SUPER SMASH BROS,AMAZON,4,10,2019,Royaume-Uni
40000 hours in total for me,5,SUPER SMASH BROS,AMAZON,13,8,2019,Royaume-Uni
Hours of entertainment,5,SUPER SMASH BROS,AMAZON,26,10,2019,Royaume-Uni
fun game my son and I loved it,5,SUPER SMASH BROS,AMAZON,3,6,2019,Royaume-Uni
Excellent game fun  haven’t seen my Sons only for food,5,SUPER SMASH BROS,AMAZON,2,1,2019,Royaume-Uni
Apparently it's great lol my 12 year old is enjoying this,5,SUPER SMASH BROS,AMAZON,30,12,2018,Royaume-Uni
Excellent game good to play with others. Lots of fun,5,SUPER SMASH BROS,AMAZON,27,1,2019,Royaume-Uni
latest smash bros game from nintendo. 10/10 kids love it,5,SUPER SMASH BROS,AMAZON,28,1,2019,Royaume-Uni
Good,5,SUPER SMASH BROS,AMAZON,23,4,2019,États-Unis
Excellent game - my 6 year old loves it.,5,SUPER SMASH BROS,AMAZON,31,3,2019,Royaume-Uni
Perfecto,5,SUPER SMASH BROS,AMAZON,3,9,2020,Espagne
THE  best smash game. The game itself is great and a must have.Shipping is via hermes (or was for me). Anyone who has used hermes before knows I will have had lots of problems with shipping. Hence the one star,1,SUPER SMASH BROS,AMAZON,9,3,2021,Royaume-Uni
Awesome. That is all.,5,SUPER SMASH BROS,AMAZON,27,9,2019,Royaume-Uni
Must have for switch owners. I can’t put this thing down,5,SUPER SMASH BROS,AMAZON,19,12,2018,Royaume-Uni
got it the day it was released awsome game thank you,5,SUPER SMASH BROS,AMAZON,17,12,2018,Royaume-Uni
A must have for the switch.,5,SUPER SMASH BROS,AMAZON,4,8,2019,Royaume-Uni
Tonnes to do. Gameplay as you'd expect from smash,5,SUPER SMASH BROS,AMAZON,23,3,2019,Royaume-Uni
"Good game, next step in smash Bros gameplay.",5,SUPER SMASH BROS,AMAZON,14,6,2019,Royaume-Uni
"Very good local co-op, online, and single-player",5,SUPER SMASH BROS,AMAZON,7,7,2019,Royaume-Uni
Excellent game can’t stop playing. So much fun,5,SUPER SMASH BROS,AMAZON,19,5,2019,Royaume-Uni
"Fast delivery, but the game is quite hard to play...",5,SUPER SMASH BROS,AMAZON,8,1,2019,Royaume-Uni
Son loved his birthday present,5,SUPER SMASH BROS,AMAZON,21,8,2019,Royaume-Uni
Literally one of the best Nintendo games out there.,5,SUPER SMASH BROS,AMAZON,5,2,2019,Royaume-Uni
"Fun, and great to play with others and friends.",5,SUPER SMASH BROS,AMAZON,4,2,2019,Royaume-Uni
It’s goodGreat fighting gay for younger gamers,5,SUPER SMASH BROS,AMAZON,6,2,2019,Royaume-Uni
"Amazing game, lots to do and fun to play",5,SUPER SMASH BROS,AMAZON,31,1,2019,Royaume-Uni
Kids love it,5,SUPER SMASH BROS,AMAZON,6,10,2019,Royaume-Uni
Good,5,SUPER SMASH BROS,AMAZON,12,2,2019,États-Unis
Present for sons collection,5,SUPER SMASH BROS,AMAZON,9,9,2019,Royaume-Uni
Just buy it you'll have hours of fun,5,SUPER SMASH BROS,AMAZON,8,4,2019,Royaume-Uni
Amazing game,5,SUPER SMASH BROS,AMAZON,30,7,2019,Inde
One of the best games of all time,5,SUPER SMASH BROS,AMAZON,1,5,2019,Royaume-Uni
"Fantastic game great lan, single player and a friendship breaker",5,SUPER SMASH BROS,AMAZON,30,12,2018,Royaume-Uni
Awesome game...,5,SUPER SMASH BROS,AMAZON,20,10,2019,Royaume-Uni
The best game in the Super Smash Bros series!!!,5,SUPER SMASH BROS,AMAZON,20,1,2019,Royaume-Uni
"Fast delivery, Xmas present for my son who’s very pleased",5,SUPER SMASH BROS,AMAZON,30,12,2018,Royaume-Uni
Ist ein sehr gutes Spiel macht auch viel Spaß,5,SUPER SMASH BROS,AMAZON,15,7,2019,Allemagne
My husband loves it!,5,SUPER SMASH BROS,AMAZON,26,8,2019,Royaume-Uni
Very good lots of fun.,5,SUPER SMASH BROS,AMAZON,1,8,2019,Royaume-Uni
Great game,5,SUPER SMASH BROS,AMAZON,21,9,2019,Royaume-Uni
Lovely gift,5,SUPER SMASH BROS,AMAZON,7,10,2019,Royaume-Uni
Fun game easy to learn,5,SUPER SMASH BROS,AMAZON,24,7,2019,Royaume-Uni
"El juego funciona perfectamente, pese a ser de importación ha ponerlo en la consola coge el idioma español sin problema. Cómo si fuera de aquí.",5,SUPER SMASH BROS,AMAZON,19,3,2019,Espagne
"The best game ever, plus arrived fast. No problems.",5,SUPER SMASH BROS,AMAZON,7,12,2018,Royaume-Uni
"Awesome game, very addictive",5,SUPER SMASH BROS,AMAZON,17,8,2019,Royaume-Uni
Good game,5,SUPER SMASH BROS,AMAZON,13,9,2019,Royaume-Uni
Son loved it,5,SUPER SMASH BROS,AMAZON,18,8,2019,Royaume-Uni
Son loves it,5,SUPER SMASH BROS,AMAZON,7,9,2019,Royaume-Uni
Brilliant addition to the Smash Bros series,5,SUPER SMASH BROS,AMAZON,11,5,2019,Royaume-Uni
Son loves it.,5,SUPER SMASH BROS,AMAZON,5,9,2019,Royaume-Uni
"WARNING! This is not any specific regional version of the game and seems to be at random. I'm a US customer and received the UK version. Other buyers have apparently had the same issues, getting the Middle East version etc. It's not a problem if you don't plan to connect your Switch to the internet, but I do and wish I'd have been told beforehand.",1,SUPER SMASH BROS,AMAZON,13,1,2020,États-Unis
Really fun for every nintendo fan,5,SUPER SMASH BROS,AMAZON,19,6,2019,Royaume-Uni
"Arrived extremely quickly, lovely customer support. 100% recommend.",5,SUPER SMASH BROS,AMAZON,26,1,2019,Royaume-Uni
"As expected, another great classic version of older games.",5,SUPER SMASH BROS,AMAZON,3,1,2019,Royaume-Uni
Very good,5,SUPER SMASH BROS,AMAZON,24,9,2019,Royaume-Uni
"great game, single player mode is a great fun",5,SUPER SMASH BROS,AMAZON,27,12,2018,Royaume-Uni
Son loves it,5,SUPER SMASH BROS,AMAZON,3,8,2019,Royaume-Uni
hours of fun to be had here.,5,SUPER SMASH BROS,AMAZON,23,2,2019,Royaume-Uni
Arrived promptly before Christmas. Very happy with purchase,5,SUPER SMASH BROS,AMAZON,17,1,2019,Royaume-Uni
Great game for the family,5,SUPER SMASH BROS,AMAZON,9,6,2019,Royaume-Uni
Absolutely love this game,5,SUPER SMASH BROS,AMAZON,30,6,2019,Royaume-Uni
The maker and breaker of friendships,5,SUPER SMASH BROS,AMAZON,7,4,2019,Royaume-Uni
Nephew loves it,5,SUPER SMASH BROS,AMAZON,20,7,2019,Royaume-Uni
Nintendo switch. Nessun problema,5,SUPER SMASH BROS,AMAZON,1,7,2020,Italie
"Bought as a gift, partner loves it.",5,SUPER SMASH BROS,AMAZON,5,3,2019,Royaume-Uni
My son loves this game. Recommended,5,SUPER SMASH BROS,AMAZON,27,3,2019,Royaume-Uni
Great game for all ages son loved it,5,SUPER SMASH BROS,AMAZON,26,12,2018,Royaume-Uni
The product came without the game,1,SUPER SMASH BROS,AMAZON,23,12,2021,Royaume-Uni
"Son wanted this, he enjoys playing it.",5,SUPER SMASH BROS,AMAZON,24,1,2019,Royaume-Uni
It's constant fun for large groups,5,SUPER SMASH BROS,AMAZON,21,2,2019,Royaume-Uni
its fun and good for all ages,5,SUPER SMASH BROS,AMAZON,16,1,2019,Royaume-Uni
"good game, ok amazon",5,SUPER SMASH BROS,AMAZON,10,6,2019,Royaume-Uni
Arrived as stated,5,SUPER SMASH BROS,AMAZON,3,7,2019,Royaume-Uni
Soooooooo much better than the 3ds version,5,SUPER SMASH BROS,AMAZON,14,12,2018,Royaume-Uni
"Thanks, awesome game, if you can,BUY IT!",5,SUPER SMASH BROS,AMAZON,11,12,2018,Royaume-Uni
So much fun,5,SUPER SMASH BROS,AMAZON,1,7,2019,Royaume-Uni
Great game kids love it,5,SUPER SMASH BROS,AMAZON,12,4,2019,Royaume-Uni
