Content,Stars,titre,origine,jour,mois,année,Pays
Not a US regioned game. Before now I wasn't aware that the rating in corner gave away the region. The US uses the letter system E for everyone etc. Others use the numbered ratings like this one is a 7.,1,POKEMON,AMAZON,27,12,2019,États-Unis
"Came with only game , no gamebook provided",2,POKEMON,AMAZON,23,6,2020,Royaume-Uni
Pictures speak for themselves mate,1,POKEMON,AMAZON,4,9,2021,Royaume-Uni
Loved the new wild areas. Hate the fact that I can no longer trade as there’s no GPS. I am an older player and don’t have access to a lot of people to trade with. This ruins the game for me on my switch lite. I will not be buying another Pokemon game. VERY DISAPPOINTED.,1,POKEMON,AMAZON,30,11,2019,Royaume-Uni
Damaged packaging but luckily game inside ok. Not the perfect looking present for my daughter to open Christmas Day !,2,POKEMON,AMAZON,11,12,2019,Royaume-Uni
"Do not buy this game!!! Made such a big deal about not putting national DeX in for more content. THERE IS NO CONTENT!!! The game is boring and the developers are so lazy. It's a joke, not worth 5 pounds...",1,POKEMON,AMAZON,5,1,2020,Royaume-Uni
"We all love Pokemon! But this game is just business for game freak. Poor story, no voice overs, bad graphics, nothing new to right how about. This game is so rushed it’s unreal and has been brought out over Christmas to make sales.",1,POKEMON,AMAZON,28,11,2019,Royaume-Uni
Game fine and kids enjoy it but delivery was very slow so maybe look to buy elsewhere,2,POKEMON,AMAZON,26,11,2019,Royaume-Uni
Game came on the day it was due to be delivered by did not have the cover of the game on the box which was very disappointing as it is a christmas present!,1,POKEMON,AMAZON,20,12,2019,Royaume-Uni
Is een cadeau voor mijn zoontje. Bij het uitpakken bleek er geen cartridge of code bij te zitten. Let dus erg op bij deze verkoper!,1,POKEMON,AMAZON,6,3,2022,Pays-Bas
The games were not in the cases!!! I am not happy,1,POKEMON,AMAZON,22,11,2019,Royaume-Uni
Not as good as Pokémon Let’s Go,2,POKEMON,AMAZON,1,2,2020,Royaume-Uni
I said it's not good.,2,POKEMON,AMAZON,11,2,2020,Royaume-Uni
Yeah still not over the dex thing.,2,POKEMON,AMAZON,16,1,2020,Royaume-Uni
Decent game but it seems so rushed and unfinished,2,POKEMON,AMAZON,10,12,2019,Royaume-Uni
Can't even review the game seeing as the box turned up empty! This was a Christmas present. So disappointing as well as embarrassing and infuriating.,1,POKEMON,AMAZON,27,12,2019,Royaume-Uni
When my son opened it Christmas morning the game was not even in the box. I had one upset little boy.,1,POKEMON,AMAZON,25,12,2019,Royaume-Uni
Omg! Just gave this to my son and it doesn’t work! He’s in tears this is bloody ridiculous,1,POKEMON,AMAZON,21,12,2019,Royaume-Uni
I need an expansion pass,1,POKEMON,AMAZON,17,9,2021,Inde
Verkeerd spel ontvangen en om het nog erger te maken was deze voor 30 euro te verkrijgen een paar dagen later...,1,POKEMON,AMAZON,22,1,2022,Pays-Bas
Rushed game. Poor animations. Only good bit is that it's pokemon...,1,POKEMON,AMAZON,24,11,2019,Royaume-Uni
Very poor was not the game I had ordered,1,POKEMON,AMAZON,9,1,2020,Royaume-Uni
I wish I looked better at the ratings. This will cause problems down the road when trying to play with others or trade. Returning.,1,POKEMON,AMAZON,28,10,2021,États-Unis
The game did not have the chip inside. Very disappointed,1,POKEMON,AMAZON,31,3,2022,États-Unis
It is not what we expect for Pokemon.,1,POKEMON,AMAZON,17,11,2019,Royaume-Uni
Boring same stuff,1,POKEMON,AMAZON,4,2,2020,Royaume-Uni
Is niet in het Nederlands te spelen. Staat nergens in de beschrijving dat dit niet kan.,1,POKEMON,AMAZON,11,10,2020,Pays-Bas
"No game cartridge, no digital download option.",1,POKEMON,AMAZON,2,2,2021,États-Unis
Boring and bland game aCording to my son.,1,POKEMON,AMAZON,1,3,2020,États-Unis
Product arrived with no game cartridge inside!!!!,1,POKEMON,AMAZON,3,8,2020,États-Unis
Brilliant game.,5,POKEMON,AMAZON,15,1,2020,Royaume-Uni
"Pokemon bouclier est, avec son jeu miroir Pokemon Epee, une génération pokemon tout à fait correcte sur nintendo switch, mais sans aucune innovation: c'est la même mécanique que les anciens, quelques petites améliorations de ci et de là, mais la même formule répétée en plus joli (""3d"" oblige) et coloré.",4,POKEMON,AMAZON,19,11,2022,France
"Cadeau pour mon fils et rien à redire, il en est plusssss que content !",5,POKEMON,AMAZON,27,12,2022,France
très bon jeu je recommande particulièrement mon fils adore,5,POKEMON,AMAZON,25,12,2022,France
RAS,4,POKEMON,AMAZON,26,9,2022,France
Tout est conforme,5,POKEMON,AMAZON,1,10,2022,France
"Précommander un jeu sur Amazon, plus jamais ! Attendu vendredi, le jour de la sortie, il est arrivé samedi sans qu'on ne sonne, ni ne me laisse d'avis de passage (merci la poste), je l'ai donc eu en main lundi. La prochaine fois, autant dire que j'irai au magasin.Pour le jeu en lui-même, un peu déçue. Il donne l'impression de ne pas avoir été bien fini par moments (le graphisme très laid des arbres, certains détails pas franchement jolis…). Certaines choses sont simplifiées, il n'y a plus de place festival par exemple, on échange en direct. Je trouve le camping moins bien que la pokérécré : finit de gratouiller ses Pokémons, ou de soigner leurs alterations de statuts en les brossant. Le pokédex moins sympa (il me semblait qu'avant, on pouvait faire tourner à 360 la caméra), on ne voit plus les silhouettes des pokémon lorsqu'il y a des évolutions, dommage, par contre il a l'air bien fourni.La custo de personnage est enfin correcte (j'en suis à la 3ème ou 4ème ville, et c'est pas foufou, mais c'est mieux qu'avant). Les raids dynamax sont ok, c'est pas pire que les Bracelets Z, et c'est plutôt sympa de voir des Pokémons géants.Les Pokémons attrapables seulement quand vous avez obtenu plus de badges par contre, c'est vraiment lourd, surtout quand on parvient à les vaincre quand même. Pas du tout pratique non plus les changements de saison, s'il vous faut une tempête de sable, vous êtes bon pour revenir chaque jour à l'endroit voir quel temps il fait, ou bien changer la saison en changeant le jour sur votre console.Dans les points positifs, il y a de jolis nouveaux Pokémons, le monde semi ouvert présage de bonnes choses pour l'avenir. A côté de ça, les starters évoluent encore en forme humanoïde, et pour une fois, il n'y en a pas un seul que je trouve classe ou mignon en forme finale.Sinon ça, on retrouve les autres bons points habituels de pokémon, les combats pour les badges, les captures de pokémon sauvages, etc, mais je m'attendais à mieux.",3,POKEMON,AMAZON,19,11,2019,France
jeu parfait et envoye rapide merci,5,POKEMON,AMAZON,3,9,2022,France
"Après le remake rafraichissant de Let's go Evoli et Pikachu, on repart sur un gameplay plus classique. Le retour à la capture de Pokémon après affaiblissement rend le jeu plus laborieux pour ceux qui n'ont pas connu le gameplay traditionnel et ça devient ridicule sur certains Pokémon très faibles qui cèdent au premier coup ou s'enfuient systématiquement après votre attaque (et comme vous ne les connaissez pas, vous devez tâtonner en mettant le Pokémon nul adapté)...Le fait d'être dans des stades pour jouer, bof, seul ""l'épreuve"" avant est dans l'ambiance du type du champion. L'utilisation d'un maillot est inutile (de même que c'est bête de ne pouvoir personnaliser son vélo alors que l'on peut totalement relooké son perso dès la première ville).La team de punk ""Yell"" est encore plus pathétique qu'une team Rocket qui avait au moins un petit côté fun.En ayant bien profité de la plaine du début, on monte vite suffisamment des Pokémon pour ne même pas avoir besoin du Dynamax pour gagner...Après la critique revient à chaque génération, mais franchement, les nouveaux Pokémon sont très moyens, le Miaouss de Galar est affreux... Et les starters, ils n'ont pas le charme de ceux d'Alola.D'ailleurs, Galar est une région très fadasse et la paresse de graphisme des arbres, notamment dans la plaine du début, est pathétique (on dirait vraiment les arbres d'Ocarina of Time sur N64 et l'arbre à baies a souvent des bugs de texture).Concernant les PNJ, un leader de ligue ridicule, un président tout aussi ridicule, un ""ennemi"" tellement prétentieux que sa faiblesse le rend pathétique dès le premier combat, on est loin du style de Giovanni et du Conseil des 4...On a envie de se ""facepalmer"" devant ce jeu, parce que le ridicule tue le drôle.Quand à la fonction campement, bof, on dirait un bout de Zelda Breath of Wild qui s'est trompé de jeu...Bref, c'est fadasse et ennuyeux...",3,POKEMON,AMAZON,19,11,2019,France
"Le jeu a été simplifié et enfantisé à l’outrance, on est limite prit par la main pour faire tout et n’importe quoi, arrivé à la dernière arène il y’a beaucoup de répétition des mêmes actions pour faire durer le jeu mais ça le rend lassant.",3,POKEMON,AMAZON,18,9,2022,France
"Les jeux épée et bouclier sont sans doute les plus simples de tous ceux de la série principale !C'est de l'assistanat, il y a trop d'objets pouvant donner facilement sans entrainement de l'expérience.Le Dynamax et Gigamax sont un mélange entre la Méga-évolution et les capacités Z.Le jeu est visuellement beau mais certains détails ne plairont pas aux connaisseurs, notamment des arbres trop ""pixélisés"" et les animations de combat sont globalement dans le même style que pour les jeux 3DS.Le nombre de nouveaux Pokemon est mieux fournit par rapport aux jeux de 6ème et 7ème génération.Et la plupart sont meilleurs qualitativement, il y a du potentiel et l'équipe design a fait du meilleur travail.C'est une bonne chose que Game Freak ait décidé de faire confiance à des anglais pour superviser les designs de ces nouveaux pokemon.Il y a un bon développement des personnages principaux, surtout des rivaux. Mais la plupart ne sont pas très marquants et charismatiques.Les antagonistes ne sont pas très présents et charismatiques non plus, comparer à d'autres précédentes ""team"". Sans parler de la Team Yell...L'idée du Défi des arènes est bonne cependant Game Freak s'est trop centrée dessus et fait passée au second plan le reste. L'histoire est trop maigre par rapport à de précédents jeux.La région de Galar en elle même n'est pas très grande avec encore des routes étroites et ""dirigeantes"" malgré l'apport des terres sauvages (qui est une bonne avancée).Concernant les DLC, celui sur Isolarmure n'est pas très consistant, l'histoire est pauvre, c'est une île entièrement sauvages divisée en plusieurs zones avec la caméra tournant à 360 degrés.Tandis que celui sur Couronneige est meilleur je trouve, en effet le scénario est plus complet, la zone est plus grande que pour le premier DLC.Les expédition Dynamax sont sympas et pour les 2 DLC, il s'agit d'un monde sous forme de ""terres sauvages"".Après est-ce qu'ils valent le prix à payer en plus, bonne question ? c'est à chacun de voir...En résumé, pas mal de bonnes idées mais le jeu montre qu'il a été bâclé et pas assez travaillé (sans doute parce que les délais sont trop justes et que sortir un jeu par an oblige les développeurs à se dépêcher) ou alors que c'est juste une pompe à fric et que le jeu aurait très bien pu sortir sur 3DS.En soit pour un jeu Pokémon, c'est un bon jeu comme la plupart de ceux de la série principale car le gameplay plaît à tout âge mais pour un connaisseur ce sera différent peut-être car le résultat montre une part de fainéantise chez le studio.",1,POKEMON,AMAZON,19,8,2020,France
Ras,3,POKEMON,AMAZON,13,10,2022,France
"Après 10H de jeux.Les plus:(++) le design des nouveaux pokémons.(++) les musiques et thèmes des combats dans les arènes(+) la direction artistique en générale, la région de galar est charmante(+) l'interface utilisateur très bien pensée, une vraie amélioration par rapports aux versions précédentes(-/+) l'absence de nombreux pokémons des anciennes versions. Cela permet cependant d'apporter une certaine fraîcheur au jeu et à s'attacher aux nouvelles bestiolesLes moins:(- -) un manque de finition:>certains personnages identiques apparaissent dans la même scène,>les personnages et pokémons sortent de nulle part quand vous êtes à environs 10m d'eux>les environnements du mode combat ne correspondent généralement pas à l'endroit ou vous rencontrez les pkms(-) l'absence de doublage lors des cinématiquesConclusion: améliorations notables par rapport à la dernières version sur 3DS, ce n'est cependant du niveau des claques que l'on à pu avoir avec Mario Odyssey et Zelda BoTw qui ont marqué leurs franchises.Si le manque de finition est flagrant, ces dernières versions sont néanmoins plaisantes à jouer et cela a énormément à voir avec les nouveaux Pokémons de la région.",4,POKEMON,AMAZON,18,11,2019,France
"Bonjour, acheté pour mon fils qui a beaucoup aimé",5,POKEMON,AMAZON,20,7,2022,France
Adore le jeu,4,POKEMON,AMAZON,26,4,2022,France
"Très bon jeu pour les amateurs de Pokémon.Un peu répétitif quand on a déjà joué aux versions précédentes, mais quand on aime cette licence, on ne compte pas !",5,POKEMON,AMAZON,16,5,2022,France
"Un très bon jeu Pokémon, qui ravira petits et grands",5,POKEMON,AMAZON,27,6,2022,France
J’ai acheté ce jeu tout en sachant que ce ne serait pas le meilleur de la saga. Cependant je l’ai quand même terminé et je dois avouer avoir passé un bon moment. Certainement pas le jeu de la décennie mais j’ai su l’apprécier.,4,POKEMON,AMAZON,23,11,2021,France
"Je viens de terminer d’attraper les 400 Pokémon du jeu, j’ai les 400 qui s’alignent dans mes boîtes PC, ce fut un bonheur.Certes il n’est peut être pas le Pokémon Next-Gen que la plus part attendait, mais si vous êtes un fan vous ne pourrez que l’aimer.Si vous êtes juste un nostalgique comme moi, foncez. J’ai acheté la console et le jeu en même temps et je ne le regrette pas du tout. J’aurai juste aimé qu’il y ai plus de Pokémon pour que le jeu dure plus longtemps.Tout ça l’aura pris 60 heures, en faisant beaucoup d’échange avec des personnes du monde entier trouvées sur Discord, et j’ai pas chômé, donc la durée de vie est pas mal si vous vous lancez le même défi.Un très bon Pokémon, peut être que mon cote nostalgie abuse pour les 5 étoiles mais il en vaut bien 4.",5,POKEMON,AMAZON,21,11,2019,France
bien,4,POKEMON,AMAZON,15,3,2022,France
"Prix très intéressant sur Amazon par rapport au prix sur le Shop de nintendo ou chez Micromania.Concernant le jeu, les fans de la première heure comme c'est mon cas seront heureux de jouer à la dernière version pokemon en date. Cependant force de constater que le jeu est un peu bâclé, on attendait mieux d'un Pokémon  sur switch...",4,POKEMON,AMAZON,4,5,2021,France
Acheté à mon frère pour Noël il en est très satisfait. Je recommande à tous les fans de la licence Pokémon car ce jeu vaut le coup malgré une durée de vie un peu courte pour la quête principale.,5,POKEMON,AMAZON,2,3,2022,France
"Encore un très bon jeu pokémon qui devrait réussir à mettre tout le monde d'accord !Si vous cherchez à l'offrir à votre enfant, foncez il prendra le même plaisir que ce que vous avez peut être vécu avec votre premier jeu pokémon à vous.Si vous êtes plus grand et voulez découvrir pokémon, ça marche aussi, ici la formule est encore une fois réussi !Et si enfin vous êtes un habitué de la série, ne soyez pas frustré de ne pas trouver tout vos pokémon favoris dans cet opus, il reste un très bon jeu apportant son lot de nouveautés fraiches.En bref, je le recommande pour tout public !",5,POKEMON,AMAZON,21,3,2020,France
Le jeux est cool mais j’ai reçu la boîte de jeux abîmer … j’aime prendre soin de mes affaires du coup ça m’a embêter.,4,POKEMON,AMAZON,23,7,2021,France
Bien mais beaucoup de ressemblance avec pokémon épée,4,POKEMON,AMAZON,17,10,2021,France
"j'ai bouclier depuis la sortie du jeu. De mon point de vu il a de très bon points :- les pokemons sont visibles comme dans ""pokemon let's go"". Très agréable même si la distance de visibilité donne lieux a des disparition qui donne un effet ridicule ...- agréablement surprise par le dynamax qui est sympa même si pour moi ça reste une capacité Z avec un gros pokemon sur plusieurs tours XD.les points discutables mais pas très grave ( mais qui aurait pu être bien meilleur) :- les animations: aprés avoir joué à un ""zelda breath of the wild"" : le pokemon qui saute sur place les pattes figé pour lancer une attaque .... ça casse un peu.- les graphismes : dans les terre sauvage j'ai eus un effet "" ocarina of time de la N64 sur les arbres ... et très franchement j'ai attrapé un nenupiot donc le graphisme est digne de la gamecube et encore...je pense que c'était meilleur...les points carrément mauvais :- la facilité du jeux : je suis arrivé à la première arène avec une équipe full niveau 20... autant dire que je lui ai roulé dessus, idem pour la seconde arène, j'ai one shot son pokemon dynamax....- j'ai pokemon let's go et mis à part pikachu/évoli ( en fonction de la version ) et d'autre version de pokemon ( ultra soleil et Y )je ne peux pas importer les pokemons présents dans le pokedex de bouclier ( point a revoir si je me suis trompé).",2,POKEMON,AMAZON,19,11,2019,France
"J'ai reçu le colis avant la date annoncé super, bien protégé :)",5,POKEMON,AMAZON,8,3,2022,France
Belles cartes mais ce sont des fausses,2,POKEMON,AMAZON,25,9,2022,France
Ai-je besoin de vous le présenter ? Je pense que tout le monde le connaît et j'ai très hâte de tester 😊,4,POKEMON,AMAZON,19,4,2021,France
Nouveau jeu pokémon très bien fait mais sûrement pas le meilleur de la série. À voir avec les extensions...,4,POKEMON,AMAZON,12,4,2021,France
Bon jeu,5,POKEMON,AMAZON,13,3,2022,France
Produit bien emballé et conforme à la description.Ras,5,POKEMON,AMAZON,15,1,2022,France
"Un jeu Pokémon pour les fans de Pokémon. Peut-être pas le meilleur de la série, mais très agréable, et avec une bonne durée de vie si vous prenez le temps de découvrir la région de Galar !",5,POKEMON,AMAZON,5,6,2021,France
Seul la cartouche du jeux m'a étais envoyer. L'article est vendu normalement avc une boîte mais celle la ne m'a pas étais envoyer...,1,POKEMON,AMAZON,21,12,2022,France
Commandé pour un cadeau d’anniversaire jeu  reçu rapidement et il a fait son effet.,5,POKEMON,AMAZON,14,11,2021,France
Génial,5,POKEMON,AMAZON,4,3,2022,France
Très bon jeu,5,POKEMON,AMAZON,18,2,2022,France
"Etant anciennement une fan de Pokémon j'ai voulu tester ce nouveau Pokémon, j'aime beaucoup le fait d'avoir un ""monde ouvert"" et de voir les pokémon dans les hautes herbes !Par contre je trouve que les nouveaux Pokémon sont bâclés et ont été créer à la va-vite, entre les jeux de mots pourris ou leur apparence...",4,POKEMON,AMAZON,24,12,2019,France
"J'ai reçu le jeu le jour de la sortie, depuis que j'ai commencé à jouer je n'en décroche plus ! Quel plaisir de rejouer à Pokémon sur console, moi qui m'était arrêté à la version Cristal. L'immersion dans le monde Pokémon est totale, attention il ne faut pas comparer Epée et Bouclier à Let's Go, ce ne sont pas du tout les mêmes styles de jeux. Je recommande fortement pour les amoureux de Pokémon.",5,POKEMON,AMAZON,20,11,2019,France
J espère en avoir un autre cette fois ci pleine,1,POKEMON,AMAZON,24,12,2022,France
Très bon jeu,4,POKEMON,AMAZON,3,6,2021,France
"Livraison pile pour son anniversaire, un jour avant la date de livraison prévue. Que du bonheur pour lui et du contentement pour nous.",5,POKEMON,AMAZON,15,8,2021,France
Cadeau de Noël enfant ravi livraison rapide,5,POKEMON,AMAZON,26,12,2021,France
"Mes enfants, fans de Pokémon, adorent ce jeu. Il prend toute sa dimension avec le DLC.",5,POKEMON,AMAZON,23,9,2021,France
"La technique est affligeante pour un jeu de 2019, le jeu est plutot moche les modele 3D ont été repris de la DS pour la plupart enfin bref un jeux qui aurait moisi en rayon si il n'avait pas été estamplié POKEMON.Sinon livraison impec état impec. ici on note surtout le produit la livraison et le vendeur donc je met 5 étoiles",5,POKEMON,AMAZON,20,12,2019,France
"Je mets 4 étoiles parce que je l’avais précommandé, j’ai dû passer en prime pour l’avoir le jour de la sortie. Quand on précommande on s’attend quand même à l’avoir le jour même, prime ou pas. Sinon rien a dire c’est conforme à la description.",4,POKEMON,AMAZON,6,12,2019,France
Très bon jeu pour les fans de Pokémon !Reçu avec un Miaouss Gigamax offert qu'il faut récupéré avec une connexion internet.Le jeux est vaste et il y a pas mal de Pokémon a capturé donc la durée de jeux est large sachant qu'il y a aussi 2 DLC de prévu sur ce jeu.,5,POKEMON,AMAZON,23,4,2020,France
Super jeuGraphisme excellent avec prise en main facile.Meme pour mon fils de 7ans.  Jeux en français.,5,POKEMON,AMAZON,15,7,2021,France
Mon petit fils est heureux.,5,POKEMON,AMAZON,3,12,2021,France
Bon produit,5,POKEMON,AMAZON,25,12,2021,France
"À ma plus grande surprise, à l ouverture du colis la boîte du jeu est fendu.... 😏😏😏",3,POKEMON,AMAZON,27,9,2021,France
"Génial comme habituellement avec Pokémon, dommage juste de devoir rajouter de l'argent pour avoir accès au DLC, le jeux de base est déjà à plus de 60€...",4,POKEMON,AMAZON,24,7,2020,France
"un des plus beau pokemon jusqu'à présent il y'a beaucoup de nouvelles fonction qu'on attendait depuis tres longtempsun peu facile mais bon, et l'histoire est assez...  médiocre on va diresi vous aimez pokemon n'hésitez pas",4,POKEMON,AMAZON,27,11,2019,France
"BonjourJeu bien adapté à l'âge de mon petit fils, il était très content. Merci Amazone livré le jour demandé chez ma fille.Cordialement.",5,POKEMON,AMAZON,2,5,2021,France
"Bon produit , quelque rayures sur la boîte mais sinon impeccable , après c’est dommage que le produit ai mit pas mal de temp à arriver .",4,POKEMON,AMAZON,26,5,2020,France
Très bon jeu que mon cousin a adoré,5,POKEMON,AMAZON,10,9,2021,France
"M A G N I F I Q U ECe jeu est très bien, un jeu Pokémon dans toute sa splendeur.Les Pokémons sont super et n’oubliez pas de tous les capturés ☺️",5,POKEMON,AMAZON,21,10,2020,France
"Le jeu est génial mais trop facile à mon goût, la possibilité de modifier la difficulté aurait été un argument de choix pour une 5eme étoile !",4,POKEMON,AMAZON,23,1,2020,France
Comme pour le pokemon épée super des graphisme de fou un très très bon jeu,5,POKEMON,AMAZON,14,5,2021,France
Un très bon jeux. J'ai personnellement pu jouer à la version épée également et celle -ci est ma préférée! Le ponyta de galar est juste trop beau ! Foncez si vous aimez Pokemon ou si vous voulez découvrir la licence.,5,POKEMON,AMAZON,29,6,2020,France
"L'histoire est plutôt bien tourné, le gameplay et pas mal non plus, c'est un bon jeu dans l'ensemble.",4,POKEMON,AMAZON,14,7,2020,France
"Même si ce n'est pas le meilleur jeu de la licence, la collection reste amusante et les combats d'arène profitent d'une super ambiance.",4,POKEMON,AMAZON,24,2,2020,France
Parfait pour les Fan de Pokemon. Un bon Jeu pokemon.,5,POKEMON,AMAZON,19,6,2021,France
"Si vous aimez Pokémon et que vous êtes un grand fan dans l'âme ce jeu est fait pour vous ! Le design sur switch est vraiment magnifique !Concernant l'envoi je l'ai reçu ultra rapidement (prime) état parfait, sous blister.",5,POKEMON,AMAZON,1,4,2020,France
"Perso, j'ai bien aimé, un peu enfantin au niveau de l'histoire mais le gameplay, monde ouvert est assez plaisant :)",4,POKEMON,AMAZON,24,1,2020,France
"Comme chaque pokemon le jeu est simple mais toujours aussi plaisant. Beaucoup de nouveaux Pokemon, des shiny et super shiny. Le mode en ligne est super et les combats plus rudes quand ce nest pas contre la machine. Excellent pour petits et grands",5,POKEMON,AMAZON,12,12,2019,France
Jeux reçu avec le blister ouvert légèrement au niveau de l'ouverture du boîtier et en entrouvrant celui-ci surprise pas de cartouche à l'intérieur 😤😡. J'ai lancé une procédure de remplacement j'espère que le prochain sera le bon...,1,POKEMON,AMAZON,19,7,2022,France
"Jeux beaucoup plus simple que les précédente version, lassant à ne plus trop en jouer",4,POKEMON,AMAZON,4,3,2020,France
choix de mon petit fils,4,POKEMON,AMAZON,3,9,2020,France
Très bon jeu mais malheureusement pas aussi incroyable que les premiers,4,POKEMON,AMAZON,24,5,2020,France
"Bien que les pokemons ne sont pas reconnu pour une histoire folle, pokemon épée bouclier a réussir à enterrer ce point très profond. L’histoire est inexistante sauf à la fin, et qui dure à peine 10 minutes.",2,POKEMON,AMAZON,14,12,2021,France
Arrivé plus tôt que prévuJeux excellent mais assez facile à terminer,5,POKEMON,AMAZON,24,3,2021,France
"Cadeau pour mon neveu , très heureux",5,POKEMON,AMAZON,26,5,2021,France
Bon jeu pokémon plus de 40h de jeu passé dessus juste pour finir le mode histoire 😊,4,POKEMON,AMAZON,10,12,2019,France
"T'es bon jeu de Switch.Mes enfants fans de Pokemon , adorent.Livré rapidement.",5,POKEMON,AMAZON,15,1,2021,France
"Super Pokémon. Beaucoup de choses à faire, des nouveautés et des graphismes en HD assez jolis. Dommage que le pokédex national doit absent. Mais avec plus de 400 pokémon à attraper, on a de quoi s'amuser !!",5,POKEMON,AMAZON,18,12,2019,France
Pokémon bouclier. Très bon jeu pour la Switch de mon fils  qu'il attendais avec impatience. Ne s'en lasse pas.,5,POKEMON,AMAZON,30,9,2020,France
Article livré à la date prévue et très bien emballé.J'ai acheté ce jeu pour l'offrir. Mon neveu est très satisfait.Meilleur prix,5,POKEMON,AMAZON,7,8,2020,France
"Si vous êtes passionné et nostalgique alors n’hésitez plus. Seul bémol : l’histoire un peu courte à mon goût mais sinon, c’est un jeu exceptionnel que je recommande sans hésiter !",5,POKEMON,AMAZON,7,4,2020,France
Acheté pour un cadeau de Noël pour mon petit-fils.Très content de son cadeau.Je recommande,5,POKEMON,AMAZON,15,11,2020,France
"I est arrivé en bon état,  et rapidement.  Mon fils le voulait depuis longtemps, il est donc super content.",5,POKEMON,AMAZON,29,8,2020,France
"Une valeur sûre, un bon jeu, un peu trop facile cependant.",4,POKEMON,AMAZON,5,2,2020,France
"Un pokemon vraiment très riche de la perfection. Si on pouvait juste mettre un peu plus de difficulté dans l'histoire et peut être un scénario moins enfantin, mais vraiment un très très très bon jeu !",5,POKEMON,AMAZON,27,11,2019,France
"Très bon jeu qui me rappelle mon enfance, avec beaucoup de nouveautés sans pour autant dénaturer le jeu ! :)",5,POKEMON,AMAZON,4,9,2020,France
"Jeux tres bien realiser graphiquement, mais par contre l'histoire n'est pas terrible.",4,POKEMON,AMAZON,13,1,2020,France
Rien à redire,5,POKEMON,AMAZON,22,6,2021,France
Mon fils de 11 ans est très content. Conforme à ses attentes...,4,POKEMON,AMAZON,23,12,2019,France
Bon jeu,4,POKEMON,AMAZON,30,7,2020,France
Nouvel opus très satisfaisant. Un peu trop simple mais c'est un jeu pokémon. Une belle région mais un trop gros pokedex ne met pas en avant les nouveaux pokémons de la 8e génération.,5,POKEMON,AMAZON,4,1,2020,France
Bien reçu rien à signaler,5,POKEMON,AMAZON,16,5,2021,France
"Version française, parfait, précommandée il y a un moment, estimée a 5 jours de livraison après la sortie, ça m embêtait d'attendre mais bon, et finalement c'est arrivé le lendemain de la sortie, parfait merci!",5,POKEMON,AMAZON,17,11,2019,France
"Malheureusement un jeu décevant, fainéant dans son approche par les développeurs. Sa sortie sur Switch aurait pu lui permettre de prendre une nouvelle dimension, qualitative. Il n'en est rien. C'est un jeu fainéant et décevant. Je l'ai terminé (90h de jeu) mais je n'en garde rien de bon. Grosse déception pour ma part...",3,POKEMON,AMAZON,5,3,2020,France
Acheté pour un de mes fils qui est extra content du cadeau.Livraison hyper rapide avec prime ^^ que du bon. Un enfant heureux et aucune mauvaise remarque à faire.,5,POKEMON,AMAZON,8,2,2020,France
Rien à dire étant donné que c'est exactement le jeu que mon fils a demandé.Par contre la livraison a été très rapide ... 2 jours avant la date prévues. Chapeau.,5,POKEMON,AMAZON,6,1,2020,France
"Malgré l’emballage le jeu se trouve sur une toute petite carte sd, ce qui m’a surpris mais pas l’ado a qui je l’ai offert ....Le jeu a été très apprécié.",5,POKEMON,AMAZON,1,1,2020,France
conforme à mon attente. C'était un cadeau pour mon petit fils.,4,POKEMON,AMAZON,7,12,2019,France
Le jeu est bien mais est devenue vraiment trop facile par rapport aux générations précédentes !Convient très bien aux enfants.Les DLC sont payants ...L'évolution dans le jeux est trop rapide !,3,POKEMON,AMAZON,5,10,2020,France
"Payé 45€ au lieu de 70€, un bonheur ! D'autant plus reçu en temps et en heure, même bien avant que ce que je pensais ! Et le jeu est génial !",5,POKEMON,AMAZON,17,11,2019,France
"super kdo pour mon fils, il adore",5,POKEMON,AMAZON,22,3,2021,France
"La base chez Nintendo Pokemon, il est pas mal et graphiquement ça passe même en jouant sur la TV.",5,POKEMON,AMAZON,19,6,2020,France
Parfait. Exactement ce que j'attendais du jeux.,5,POKEMON,AMAZON,18,3,2021,France
Mon fils est ravi :),5,POKEMON,AMAZON,18,4,2021,France
Ce pokemon est génial les graphismes sont super mais petit bémol le jeu est assez simplifier avec trop d'aide a mon goût mais a tester quand même !,5,POKEMON,AMAZON,26,1,2020,France
"Une grande aventure Pokémon et en +, Nintendo s’est décidé à l’accompagner d’add on intéressant et d’un « post game » qui demande un certains challenge... Super cool",5,POKEMON,AMAZON,1,3,2020,France
👍,5,POKEMON,AMAZON,13,6,2021,France
...qui a satisfait son bénéficiaire,5,POKEMON,AMAZON,9,4,2021,France
Très bien mais se termine vite,4,POKEMON,AMAZON,9,2,2020,France
"Rien à dire ! Bien emballer, aucun choc, il pleuvait quand il a été livré et pas une goutte de pluie ! Et évidemment le jeux est génial !",5,POKEMON,AMAZON,14,12,2019,France
Très beau jeu,4,POKEMON,AMAZON,16,3,2020,France
Super jeu bien arrivé sans problème,4,POKEMON,AMAZON,8,1,2020,France
Très bon jeu pokemon mais rien d'extraordinaire,4,POKEMON,AMAZON,14,12,2019,France
