Content,Stars,titre,origine,jour,mois,année,Pays
Très bon jeu,5,MARIO KART 8 DELUXE,AMAZON,5,12,2019,France
Super graphisme,5,MARIO KART 8 DELUXE,AMAZON,28,12,2019,France
Parfait,5,MARIO KART 8 DELUXE,AMAZON,18,1,2020,France
Très bien,5,MARIO KART 8 DELUXE,AMAZON,4,1,2020,France
Très bien,5,MARIO KART 8 DELUXE,AMAZON,28,12,2019,France
rien a regretter de cet achat jeu sans limitation de jouer enfants ou adultes je le recommande vivement que du+++++,5,MARIO KART 8 DELUXE,AMAZON,25,1,2018,France
Ce Mario Kart est une tuerie seul ou en multi.Tous les dlc y sont et le challenge en 200cc apportent un réel plus.,5,MARIO KART 8 DELUXE,AMAZON,3,8,2017,France
Bien,5,MARIO KART 8 DELUXE,AMAZON,19,1,2020,France
Cadeau qui a fait plaisir à ma fille,5,MARIO KART 8 DELUXE,AMAZON,12,8,2019,France
top,5,MARIO KART 8 DELUXE,AMAZON,26,1,2020,France
ExcellentBeaucoup de circuitTrès bon jeu à plusieurs,5,MARIO KART 8 DELUXE,AMAZON,22,5,2019,France
Super jeu on s amuse beaucoup avec. Autant pour les enfants que pour les adultes. Jecrecommande ce jeu a tous,5,MARIO KART 8 DELUXE,AMAZON,21,1,2018,France
Quel pied ce jeu. Hit incontournable de la Switch je recommande,5,MARIO KART 8 DELUXE,AMAZON,6,2,2019,France
Très bien,5,MARIO KART 8 DELUXE,AMAZON,1,1,2020,France
"Très bon jeu, très fun et certainement le plus complèt de toute la série.Un immanquable pour les possesseurs de Switch",5,MARIO KART 8 DELUXE,AMAZON,19,1,2018,France
"Excellent jeux, l'un des jeux à avoir absolument sur switch. Bien arrivé sans emcombres.",5,MARIO KART 8 DELUXE,AMAZON,7,10,2018,France
Bonne console et le jeux mario super kart trop cool je recommade cet achat pour les enfants et les grands,5,MARIO KART 8 DELUXE,AMAZON,16,1,2018,France
Nickel rien à dire des heures de plaisir pour ma fille qui adore ses jeux et ses moments de plaisir,5,MARIO KART 8 DELUXE,AMAZON,16,1,2018,France
Top,5,MARIO KART 8 DELUXE,AMAZON,25,1,2020,France
Mon fils ouvre son cadeau et il n'y a AUCUNE cartouche dans le boitier !!!!J'exige d'etre remboursée,1,MARIO KART 8 DELUXE,AMAZON,25,12,2021,France
Excellent produit,5,MARIO KART 8 DELUXE,AMAZON,24,12,2019,France
Parfait,5,MARIO KART 8 DELUXE,AMAZON,11,1,2020,France
"que dire , tout bien !!!",5,MARIO KART 8 DELUXE,AMAZON,13,9,2019,France
nickel,5,MARIO KART 8 DELUXE,AMAZON,19,1,2020,France
Super jeu ma petite famille est ravie reçu rapidement,5,MARIO KART 8 DELUXE,AMAZON,26,5,2019,France
"Des heures de parties endiablées, en solo ou a plusieurs. Un classique indémodable !",5,MARIO KART 8 DELUXE,AMAZON,19,9,2018,France
Conforme à la description,5,MARIO KART 8 DELUXE,AMAZON,20,10,2019,France
"Le produit est arrivée le 5 juillet sans la cartouche j ai renvoyé le jeux le jour même en demandant un remboursement,  aujourd'hui  nous sommes le 22 octobre et toujours rien , très déçue",1,MARIO KART 8 DELUXE,AMAZON,29,7,2021,France
Le jeu est tres bien et tres beau à voir ! Mais ne comporte pas beaucoup de challenge à mon gout. Tout les personnages sont deja debloquer au lancement du jeu ce que je trouve dommage...,3,MARIO KART 8 DELUXE,AMAZON,30,11,2017,France
Parfait,5,MARIO KART 8 DELUXE,AMAZON,30,12,2019,France
Mode multijoueurs très marrant en famille,5,MARIO KART 8 DELUXE,AMAZON,1,9,2019,France
Super jeu,5,MARIO KART 8 DELUXE,AMAZON,5,12,2019,France
Magnifique,5,MARIO KART 8 DELUXE,AMAZON,29,12,2019,France
Top,5,MARIO KART 8 DELUXE,AMAZON,7,1,2020,France
Franchement je suis vraiment déçu acheter 44 € pour avoir une boîte vide,1,MARIO KART 8 DELUXE,AMAZON,7,1,2022,France
Au top,5,MARIO KART 8 DELUXE,AMAZON,3,12,2019,France
Parfait,5,MARIO KART 8 DELUXE,AMAZON,25,12,2019,France
Super,5,MARIO KART 8 DELUXE,AMAZON,24,12,2019,France
C'est le meilleur mario que j'ai jamais vu pour la série des mariokart il est mon préféré ! reçu le jour d'apres,5,MARIO KART 8 DELUXE,AMAZON,29,8,2017,France
Je mets 3 étoiles car ça en vaut 5 si vous ne l'avez jamais acheté ou ZÉRO si vous l'aviez déjà sur Wii U... car il y a ZERO amélioration par rapport au jeu acheté il y a 3 ans ! #pigeons,3,MARIO KART 8 DELUXE,AMAZON,7,5,2017,France
"très mauvais Mario kart, très poussé pour les joueurs casu (presque aucun contrôle de son véhicule sans assistance",2,MARIO KART 8 DELUXE,AMAZON,18,10,2020,France
Produit d'origine conforme à la description,5,MARIO KART 8 DELUXE,AMAZON,26,8,2019,France
"Le jeu est, fidèle à son habitude, parfait! Une excellente jouabilité, que ce soit sur télé ou au coin d'une table avec des amis.",5,MARIO KART 8 DELUXE,AMAZON,29,5,2017,France
Nickel,5,MARIO KART 8 DELUXE,AMAZON,21,12,2019,France
Loisir,5,MARIO KART 8 DELUXE,AMAZON,29,12,2019,France
Super jeu,5,MARIO KART 8 DELUXE,AMAZON,24,11,2019,France
Super jeux comme toutes les licences Mario et Nintendo.J'ai l'impression de retomber en enfance avec ce jolie jeux.Je recommande.,5,MARIO KART 8 DELUXE,AMAZON,15,9,2017,France
Le top du top de Mario Kart,5,MARIO KART 8 DELUXE,AMAZON,30,6,2019,France
ARTICLE CONFORME A LA DESCRIPTION,5,MARIO KART 8 DELUXE,AMAZON,26,8,2019,France
Super jeu,5,MARIO KART 8 DELUXE,AMAZON,24,11,2019,France
"Très bon jeu Mario Kart, pour ce ""remake"" de la version Wii U.",5,MARIO KART 8 DELUXE,AMAZON,4,9,2018,France
"Super jeu qui vaut largement son prix, un grand nombre d'heures rien que pour le solo, et pour le multijoueur n'en parlons pas!",5,MARIO KART 8 DELUXE,AMAZON,17,6,2017,France
"Recevoir une boîte vide, sans jeu ni code… comme cadeau de noël… totale déception !",1,MARIO KART 8 DELUXE,AMAZON,25,12,2021,France
Jeu reçu à l'instant. J'aurai bien aimé mettre 5 étoiles à ce jeu mais là cartouche du jeu était manquante lorsque nous avons ouvert l'emballage dont par ailleurs la partie scellophane était ouvert sur la partie centrale de la tranche de la boîte (voir image 1). En attente de remboursement.,1,MARIO KART 8 DELUXE,AMAZON,27,12,2020,France
"reçu rapidement, bien protégé. Le jeu est excellent, un plaisir de pouvoir y jour à plusieurs que ce soit en famille ou en ligne.",5,MARIO KART 8 DELUXE,AMAZON,22,5,2017,France
J adore ce jeuArrivé dans de très bonnes conditions par amazon !Idéal,5,MARIO KART 8 DELUXE,AMAZON,17,7,2018,France
Reçu boite vide sans jeu et toujours pas remboursé !! Inadmissible !!!!,1,MARIO KART 8 DELUXE,AMAZON,4,1,2022,France
Super pour jouer seul ou en famille. Peu importe l'age!,5,MARIO KART 8 DELUXE,AMAZON,30,1,2019,France
"Pas de problème pour le jeu en lui même mais boitier cassé à la livraison et ce n'est pas la première fois, déjà le cas avec un cd et un dvd....",3,MARIO KART 8 DELUXE,AMAZON,5,3,2018,France
Mario kart reste mario kart pour moi. J'adore ce jeu et j'ai acheté la switch pour ce jeu. Je le tryhard,5,MARIO KART 8 DELUXE,AMAZON,9,9,2017,France
Top,5,MARIO KART 8 DELUXE,AMAZON,7,12,2019,France
Bon jeu,5,MARIO KART 8 DELUXE,AMAZON,24,11,2019,France
"très bon produit en attente d'ouverture lors de l'anniversaire du petit fils.emballage un peu grand quand même,",5,MARIO KART 8 DELUXE,AMAZON,3,3,2018,France
Anniversaire enfant,5,MARIO KART 8 DELUXE,AMAZON,12,11,2019,France
Super 👌,5,MARIO KART 8 DELUXE,AMAZON,21,11,2019,France
Parfait,5,MARIO KART 8 DELUXE,AMAZON,5,12,2019,France
Très content hâte d être à noël pour pouvoir y joué,5,MARIO KART 8 DELUXE,AMAZON,10,12,2018,France
livraison rapide exellent jeu,5,MARIO KART 8 DELUXE,AMAZON,22,8,2019,France
La cartouche est absente dans le jeu. Rien n’es mieux pour gâcher la fête…,1,MARIO KART 8 DELUXE,AMAZON,25,12,2021,France
,1,MARIO KART 8 DELUXE,AMAZON,20,3,2022,France
petit fils très content donc moi aussi,5,MARIO KART 8 DELUXE,AMAZON,17,6,2019,France
Vraiment fun comme toujours avec les Mario!! Super pour jouer à plusieurs. Je recommande!,5,MARIO KART 8 DELUXE,AMAZON,26,6,2018,France
PAS DE JEUX !VOUS ACHETEZ JUSTE LA BOITEHONTEUX !!!!!!,1,MARIO KART 8 DELUXE,AMAZON,2,1,2022,France
Correspond à la description,5,MARIO KART 8 DELUXE,AMAZON,2,9,2019,France
Bon jeux,5,MARIO KART 8 DELUXE,AMAZON,16,11,2019,France
Ce jeux n'est qu'un trop simple portage de la version wii u. Il en reste bon. Il devient également injouable si vous avez le malheur de posséder un joy-con gauche souffrant de problème de synchronisation.,3,MARIO KART 8 DELUXE,AMAZON,14,10,2017,France
Très bien,5,MARIO KART 8 DELUXE,AMAZON,17,11,2019,France
super,5,MARIO KART 8 DELUXE,AMAZON,22,11,2019,France
Cartouche manquante dès l'ouverture!!!! Le film plastique était légèrement abîmé. Honteux.,1,MARIO KART 8 DELUXE,AMAZON,14,1,2022,France
"Jeu très amusant, reçu en très bonne état",5,MARIO KART 8 DELUXE,AMAZON,14,4,2019,France
Genial on se lasse pas de mario kart,5,MARIO KART 8 DELUXE,AMAZON,17,3,2019,France
"Super jeu, il paraît.Je ne pourrai pas en dire autant dans la mesure où le blister est arrivé vide. Quelle déception, c'était un cadeau d'anniversaire attendu pour aujourd'hui et blister vandalisé, ouvert sur la tranche et jeu envolé !!!!Très déçue, je suis",1,MARIO KART 8 DELUXE,AMAZON,23,4,2021,France
"Super j’ai reçu la boîte mais pas le jeu,très pratique !!!Carton intact mais le blister découper, lorsque j’ouvre la boite surprise elle est vide, c’est juste honteux",1,MARIO KART 8 DELUXE,AMAZON,14,12,2020,France
Boîte du jeu reçue sans la cartouche !,1,MARIO KART 8 DELUXE,AMAZON,25,1,2022,France
On s eclate en famille,5,MARIO KART 8 DELUXE,AMAZON,11,8,2019,France
"Pour ma petite fille,elle se régale",5,MARIO KART 8 DELUXE,AMAZON,11,6,2019,France
Rien à redire !!!,5,MARIO KART 8 DELUXE,AMAZON,21,8,2019,France
La pochette est arrivé sans le jeu à l'intérieur.A éviter à tout prix.,1,MARIO KART 8 DELUXE,AMAZON,30,11,2021,France
Super de bonnes parties de rire en famille,5,MARIO KART 8 DELUXE,AMAZON,13,3,2019,France
Un très bon amusement pour les enfants mais pas que.. :),5,MARIO KART 8 DELUXE,AMAZON,5,11,2018,France
Article arrivé dans les temps. réponds à mes attentes.,5,MARIO KART 8 DELUXE,AMAZON,25,12,2018,France
Très rapide et conforme merci.,5,MARIO KART 8 DELUXE,AMAZON,23,7,2019,France
"Super, on retrouve les circuits des anciennes consoles",5,MARIO KART 8 DELUXE,AMAZON,8,3,2019,France
"Bien reçu, aucun soucis avec le colis.",5,MARIO KART 8 DELUXE,AMAZON,21,5,2019,France
Très bien. Livraison en avance même rien à redire. Le jeu est très sympa. La durée de vie semble meilleure que les anciens.,5,MARIO KART 8 DELUXE,AMAZON,15,5,2017,France
Très bon jeu,5,MARIO KART 8 DELUXE,AMAZON,15,10,2019,France
Toujours au top avec Mario !,5,MARIO KART 8 DELUXE,AMAZON,27,6,2019,France
Excellent jeu familliale ou solo.,5,MARIO KART 8 DELUXE,AMAZON,29,7,2019,France
"J'ai reçu mon coli , merci",5,MARIO KART 8 DELUXE,AMAZON,14,6,2019,France
"J'ai acheté ce jeu car j'ai eu l'occasion de le tester par le biais d'un proche. Malheureusement la cartouche visiblement déjà utilisée avait déjà une progression dessus ce qui était frustrant. Mais après avoir passé 1h dessus et 2 appels au service client, on m'a dit que personne ne pouvait rien faire pour moi et que le renvoyer ne serait pas accepté. 45 balles pour de la frustration 😥",1,MARIO KART 8 DELUXE,AMAZON,28,7,2020,France
Le jeux est vraiment très bien. Le nombre de circuit est parfait et l'assistance de conduite me permet de jouer avec ma femme.,5,MARIO KART 8 DELUXE,AMAZON,15,5,2017,France
Produit conforme. Prix intéressant. Envoi rapide ET soigné. Je recommande,5,MARIO KART 8 DELUXE,AMAZON,15,12,2018,France
"Le top, comme d'habitude !Un Mario Kart connu et reconnu, du bon fun, et de magnifiques graphismes propres.Merci Nintendo !!",5,MARIO KART 8 DELUXE,AMAZON,5,5,2017,France
Très bon jeu,5,MARIO KART 8 DELUXE,AMAZON,1,9,2019,France
Conforme à la description,5,MARIO KART 8 DELUXE,AMAZON,18,8,2019,France
"Tout est bon dans cette transaction,  merci.",5,MARIO KART 8 DELUXE,AMAZON,12,1,2019,France
Les circuits sont tres beau,5,MARIO KART 8 DELUXE,AMAZON,30,6,2019,France
Très bon prix :) !,5,MARIO KART 8 DELUXE,AMAZON,25,7,2019,France
Conforme et fonctionne parfaitement,5,MARIO KART 8 DELUXE,AMAZON,5,8,2019,France
"Le produit reçu déjà ouvert!!! La cartouche est manquante, uniquement la boîte a été livrée. Je suis choqué par comment cela puisse être possible!",1,MARIO KART 8 DELUXE,AMAZON,24,9,2021,France
Super jeux j’adore !!!!!,5,MARIO KART 8 DELUXE,AMAZON,3,8,2019,France
Top le jeux,5,MARIO KART 8 DELUXE,AMAZON,29,9,2019,France
Les enfants adorent.,5,MARIO KART 8 DELUXE,AMAZON,5,9,2019,France
Produit conforme .,5,MARIO KART 8 DELUXE,AMAZON,5,9,2019,France
très bon jeu correspond bien a notre attente amélioration des courses par rapport a la wii tres satisfaite du jeu,5,MARIO KART 8 DELUXE,AMAZON,17,8,2017,France
Rien à signaler.,5,MARIO KART 8 DELUXE,AMAZON,21,8,2019,France
"Super jeux, beaucoup de perso tout ce qu'il faut pour jouer des heures en famille ou entre amis.Produit reçu comme prévu.",5,MARIO KART 8 DELUXE,AMAZON,17,5,2017,France
Pour les amateurs de Mario... Jeu incontournable sur Switch.Bonne partie de fou rire et de longues heures de jeux devant nous...,5,MARIO KART 8 DELUXE,AMAZON,23,5,2017,France
On sait a quoi s'attendre lorsque l'on achète un Mario kart et celui ci n'est pas exceptionnel.C'est Mario Kart rien de mieux,3,MARIO KART 8 DELUXE,AMAZON,6,6,2018,France
Conforme,5,MARIO KART 8 DELUXE,AMAZON,14,10,2019,France
Toujours autant de plaisir à y jouer !  Super graphisme et de bons nouveaux bonus. Je ne regrette pas mon achat,5,MARIO KART 8 DELUXE,AMAZON,7,5,2017,France
Top,5,MARIO KART 8 DELUXE,AMAZON,4,11,2019,France
"Jeu tout simplement génial : possibilité de jouer à 1 ou plusieurs, niveaux de difficultés croissants, que du plaisir, je recommande vivement",5,MARIO KART 8 DELUXE,AMAZON,20,5,2017,France
Depuis l'épisode sur GameCube je n'avais pas autant apprécié un Mario kart,5,MARIO KART 8 DELUXE,AMAZON,14,7,2018,France
Très bien,5,MARIO KART 8 DELUXE,AMAZON,16,9,2019,France
Mario toujours un super jeu!,5,MARIO KART 8 DELUXE,AMAZON,30,5,2019,France
Très bien,5,MARIO KART 8 DELUXE,AMAZON,5,9,2019,France
Un incontournable,5,MARIO KART 8 DELUXE,AMAZON,30,9,2019,France
produit sympa conforme a ce que l'on attend de mario,5,MARIO KART 8 DELUXE,AMAZON,17,10,2018,France
A ne surtout pas acheter ! J ai acheté le jeu mais je n ai eu que la boîte ! Pas de jeu à l intérieur ! Et pas de remboursement ! Une honte !,1,MARIO KART 8 DELUXE,AMAZON,31,5,2021,France
Mario kart 8 deluxe,5,MARIO KART 8 DELUXE,AMAZON,19,6,2019,France
J'ai reçu seulement la boîte mais où est le jeu ??!,1,MARIO KART 8 DELUXE,AMAZON,3,12,2021,France
Très bon jeu,5,MARIO KART 8 DELUXE,AMAZON,6,8,2019,France
Pour l amusement,5,MARIO KART 8 DELUXE,AMAZON,3,8,2019,France
à ne pas rater,5,MARIO KART 8 DELUXE,AMAZON,24,6,2019,France
Ma pochette est vide ! Super le cadeau de Noël,1,MARIO KART 8 DELUXE,AMAZON,14,12,2021,France
Tres bien,5,MARIO KART 8 DELUXE,AMAZON,18,9,2019,France
"Belle qualité, aucun ralentissement/lag sur ma switch que ce soit en mode TV ou portable.Le mode 200 cc est cool",5,MARIO KART 8 DELUXE,AMAZON,23,5,2017,France
Conforme,5,MARIO KART 8 DELUXE,AMAZON,30,9,2019,France
"C'est simplement le Mario kart ultime ,a possédé absolument.J'ai joué a tous les Mario kart mais celui ci est le meilleur.",5,MARIO KART 8 DELUXE,AMAZON,20,5,2017,France
"Super jeu, état du colis irreprochable",5,MARIO KART 8 DELUXE,AMAZON,24,3,2019,France
"Jeu ultra fun, très complet, aussi bien seul ou à plusieurs pour tout âges à partir de 3 ans. Recommandé d'urgence.",5,MARIO KART 8 DELUXE,AMAZON,16,5,2017,France
"J’ai commandé Mario Kart pour ma switch et lors de l’ouverture de celui-ci j’ai constaté que le filme plastique autour de la boîte était déchiré. J’ai ouvert la boîte et surprise, le jeu n’est pas là ! J’ai payer pour un boite en plastique vide sans le jeu.",1,MARIO KART 8 DELUXE,AMAZON,12,1,2021,France
Super,5,MARIO KART 8 DELUXE,AMAZON,11,9,2019,France
Conforme à la description,5,MARIO KART 8 DELUXE,AMAZON,3,5,2019,France
Ce jeux est genial !!!! Vive Mario,5,MARIO KART 8 DELUXE,AMAZON,1,2,2019,France
Super jeux,5,MARIO KART 8 DELUXE,AMAZON,17,8,2019,France
J'ai passer plus de 20h sur ce jeu et je m'en lasse pas. Il est tellement bien!!! Le meilleur mario kart!!,5,MARIO KART 8 DELUXE,AMAZON,13,5,2017,France
Excellent jeu.Le meilleur Mario kart à ce jour tous supports confondus.,5,MARIO KART 8 DELUXE,AMAZON,8,6,2018,France
Très rapidement,5,MARIO KART 8 DELUXE,AMAZON,2,9,2019,France
Ok,5,MARIO KART 8 DELUXE,AMAZON,5,10,2019,France
J'aime le  jeux,5,MARIO KART 8 DELUXE,AMAZON,1,6,2019,France
Très apprécié pour la Nitendo DS,5,MARIO KART 8 DELUXE,AMAZON,6,1,2019,France
Top et rapide,5,MARIO KART 8 DELUXE,AMAZON,25,6,2019,France
Comme dans ma jeunesse mais en mieux.,5,MARIO KART 8 DELUXE,AMAZON,20,1,2019,France
N'ayant pas acheté la wii U je ne peux qu'être satisfait de ce jeu.Je ne saurais que le recommander.,5,MARIO KART 8 DELUXE,AMAZON,12,5,2017,France
"Que dire de plus faite vous plaisir a petit prix sa vaut le coup ,sa nous rajeunit pas tout ça",5,MARIO KART 8 DELUXE,AMAZON,16,6,2017,France
Un pur bonheur !,5,MARIO KART 8 DELUXE,AMAZON,4,5,2019,France
Un bijoux etait un fan de mario kart il ma franchement mi une grosse claque.👍👍👍👍👍👍 merci nintendo pour ce merveilleux jeux,5,MARIO KART 8 DELUXE,AMAZON,14,5,2017,France
Correct,5,MARIO KART 8 DELUXE,AMAZON,22,8,2019,France
Article conforme et en bonne étatPour le jeux ces un mario kart on aime ou pas moi j'adoreBon jeux,5,MARIO KART 8 DELUXE,AMAZON,12,5,2017,France
Sympa le jeu en 2j en plus lol je suis venue à la route roule bien je devrais pas être trop long de la voiture,3,MARIO KART 8 DELUXE,AMAZON,16,1,2018,France
Pour moi,5,MARIO KART 8 DELUXE,AMAZON,31,7,2019,France
"Livraison rapide, super jeu.",5,MARIO KART 8 DELUXE,AMAZON,11,6,2019,France
Top,5,MARIO KART 8 DELUXE,AMAZON,28,9,2019,France
Super jeu. Répond à nos attentes,5,MARIO KART 8 DELUXE,AMAZON,26,2,2019,France
super produit,5,MARIO KART 8 DELUXE,AMAZON,15,7,2019,France
fidèle à ma commande,5,MARIO KART 8 DELUXE,AMAZON,28,4,2019,France
Parfait pour jouer entre amis et en famille,5,MARIO KART 8 DELUXE,AMAZON,3,10,2018,France
Jeu absent de la boîte !!!,1,MARIO KART 8 DELUXE,AMAZON,25,12,2021,France
J’ai reçu que la boîte sans jeux!! Faite attention j’ai l’impression en regardant les commentaires que depuis fin 2020 tout les gens on le memes problème que moi..,1,MARIO KART 8 DELUXE,AMAZON,9,7,2021,France
Ma boite neuve et sous cellophane ne contenait pas de jeux ... du jamais vu,1,MARIO KART 8 DELUXE,AMAZON,25,10,2021,France
Excellent jeux,5,MARIO KART 8 DELUXE,AMAZON,9,7,2019,France
Mes petits enfants en son enchanté,5,MARIO KART 8 DELUXE,AMAZON,3,1,2019,France
"Rien de neuf, ressemble à tous les autres, notamment celui sur wii, auquel j’avais beaucoup joué. Pas de grande surprise...😞",3,MARIO KART 8 DELUXE,AMAZON,16,5,2018,France
Top,5,MARIO KART 8 DELUXE,AMAZON,27,8,2019,France
Du mario kart sur cette console que dire de plus sauf parfait. Un vrai mario kart sur console aussi portable,5,MARIO KART 8 DELUXE,AMAZON,24,5,2017,France
Merci,5,MARIO KART 8 DELUXE,AMAZON,11,9,2019,France
ce n'est pas pour moi ce jeux,5,MARIO KART 8 DELUXE,AMAZON,26,12,2018,France
J'ai reçu le produit sans le jeu dedans,1,MARIO KART 8 DELUXE,AMAZON,5,12,2021,France
Parfait livre rapidement m. Jeu très fun.,5,MARIO KART 8 DELUXE,AMAZON,22,12,2018,France
Cadeaux pour ma petite fille,5,MARIO KART 8 DELUXE,AMAZON,31,12,2018,France
"Très bon jeu, les enfants adorés.",5,MARIO KART 8 DELUXE,AMAZON,17,12,2018,France
reçu a temps je suis ravi !!!,5,MARIO KART 8 DELUXE,AMAZON,12,12,2018,France
J'ai commandé le jeux pour l'anniversaire de ma fille gros problème pas jeux dedans malgré qu'il était fermé avec un plastique trop déçu du coup renvoyer pour un remboursement,1,MARIO KART 8 DELUXE,AMAZON,30,3,2021,France
L ayant possédé sur Wii U je ne suis pas deçu et que dire du mode bataille plus que jouissif,5,MARIO KART 8 DELUXE,AMAZON,23,5,2017,France
,1,MARIO KART 8 DELUXE,AMAZON,23,1,2022,France
Le pur Mario Kart pour jouer en multijoueurs. Que du pur plaisir. À posséder pour tous les propriétaires de Switch,5,MARIO KART 8 DELUXE,AMAZON,14,5,2017,France
Parfait,5,MARIO KART 8 DELUXE,AMAZON,1,9,2019,France
Très beau jeu,5,MARIO KART 8 DELUXE,AMAZON,31,5,2019,France
Bon jeu,5,MARIO KART 8 DELUXE,AMAZON,14,6,2019,France
Excellent,5,MARIO KART 8 DELUXE,AMAZON,5,8,2019,France
Indispensable sur cette nouvelle console quand on est mega fan de Mario comme mon fils. Dessins parfaits et courses légendaires,5,MARIO KART 8 DELUXE,AMAZON,20,5,2017,France
Très bien en tous points,5,MARIO KART 8 DELUXE,AMAZON,2,3,2019,France
Super jeu!on adore!!,5,MARIO KART 8 DELUXE,AMAZON,7,5,2019,France
"C'est un jeu à avoir pour tous les fans de mario kart, il est vraiment génial comme jeu achetez le.",5,MARIO KART 8 DELUXE,AMAZON,14,5,2017,France
Un grand classique Nintendo transgénérationnel.,5,MARIO KART 8 DELUXE,AMAZON,24,2,2019,France
L'un des meilleurs jeux sur Switch très bon jeux,5,MARIO KART 8 DELUXE,AMAZON,21,8,2018,France
Très bon jeu très apprécié,5,MARIO KART 8 DELUXE,AMAZON,7,1,2019,France
"Première commande reçue vide, recommandé aprés remboursement.A nouveau reçu sans jeu !!!!!! Mais ou est la disquette de jeu ?",1,MARIO KART 8 DELUXE,AMAZON,23,8,2021,France
"Le mario kart le plus nul jamais vendu, ce jeu est une escroquerie , allez plutôt vers crash team racing bien plus complet, beau etc , pour ce qui est du vendeur, rien a redire, parfait",1,MARIO KART 8 DELUXE,AMAZON,9,4,2021,France
"Le produit multimédia n'a pas pu être chargé.Aucun commentaire il y a pas le jeu a l intérieur , merci de faire le nécessaire cordialement",1,MARIO KART 8 DELUXE,AMAZON,28,10,2021,France
Top,5,MARIO KART 8 DELUXE,AMAZON,8,7,2019,France
Jeux mario,5,MARIO KART 8 DELUXE,AMAZON,17,5,2019,France
Super jeux,5,MARIO KART 8 DELUXE,AMAZON,14,6,2019,France
colis arrivé dans les temps mais qu'elle ne fute pas notre stupeur à l'ouverture : boîtier vide !!cela fait cher de la boîte...,1,MARIO KART 8 DELUXE,AMAZON,20,7,2021,France
Très bien,5,MARIO KART 8 DELUXE,AMAZON,23,5,2019,France
Génia,5,MARIO KART 8 DELUXE,AMAZON,16,6,2019,France
Très bien,5,MARIO KART 8 DELUXE,AMAZON,2,5,2019,France
Imprimer. Livraison rapide,5,MARIO KART 8 DELUXE,AMAZON,9,4,2019,France
Super,5,MARIO KART 8 DELUXE,AMAZON,24,6,2019,France
Les enfants en sont dingue que demander de mieux,5,MARIO KART 8 DELUXE,AMAZON,19,7,2018,France
Livraison rapidePrix ok,5,MARIO KART 8 DELUXE,AMAZON,27,12,2018,France
Bien,5,MARIO KART 8 DELUXE,AMAZON,7,7,2019,France
,1,MARIO KART 8 DELUXE,AMAZON,26,12,2021,France
Toujours aussi amusant de jouer en famille !,5,MARIO KART 8 DELUXE,AMAZON,30,8,2018,France
Commande livrée  dans les temps mais j'ai constaté que le blister était ouvert et vous pouvez voir qu'il n'y a pas de jeu.,1,MARIO KART 8 DELUXE,AMAZON,14,12,2020,France
conforme a l'attente,5,MARIO KART 8 DELUXE,AMAZON,31,3,2019,France
,1,MARIO KART 8 DELUXE,AMAZON,25,12,2021,France
"Un bon Mario Kart. En revanche, l'arrivée du double item est dommage puisque le Online devient très vite hasardeux et bordélique. Dans l'ensemble un bon jeu",3,MARIO KART 8 DELUXE,AMAZON,3,6,2017,France
Jeu au top,5,MARIO KART 8 DELUXE,AMAZON,8,2,2019,France
on continue la série.,5,MARIO KART 8 DELUXE,AMAZON,26,12,2018,France
Arrivé sans prb,5,MARIO KART 8 DELUXE,AMAZON,21,3,2019,France
Le produit multimédia n'a pas pu être chargé.Il film plastique et ouvert sur le côté et pas de jeux dedans,1,MARIO KART 8 DELUXE,AMAZON,26,12,2021,France
Cadeau de Noël sympathique,5,MARIO KART 8 DELUXE,AMAZON,12,12,2018,France
Parfait,5,MARIO KART 8 DELUXE,AMAZON,10,6,2019,France
Super jeu,3,MARIO KART 8 DELUXE,AMAZON,30,5,2019,France
"Boite vide vraiment deçu par cette achat ,inadmissible !!!!!! Honteux,pathetique vraiment et dire que j'envisageais de faire mes achats sur amazones pour la switch heureusement j'ai ouvert les yeux attends",1,MARIO KART 8 DELUXE,AMAZON,23,3,2021,France
Tres bon jeu,5,MARIO KART 8 DELUXE,AMAZON,19,1,2019,France
Super !,5,MARIO KART 8 DELUXE,AMAZON,28,3,2019,France
Parfait ! Fonctionne parfaitement. Je recommande.,5,MARIO KART 8 DELUXE,AMAZON,1,9,2022,France
"Reçu boite sans jeu , renvoyer et tjr en attende de remboursement et ce depuis plus qu un mois ...",1,MARIO KART 8 DELUXE,AMAZON,1,7,2021,France
"Nous avons commandé ce jeu pour ma fille, pour Noël, ENORME DECEPTION!!!!!!!!!! pas de jeu dans la pochette!!!!!! Cela fait 3 jours que j'essaye de joindre NINTENDO, rien à faire !!!!!!!!! VRAIMENT VRAIMENT déçue....surtout ma fille.....",1,MARIO KART 8 DELUXE,AMAZON,27,12,2019,France
Conforme à la description,5,MARIO KART 8 DELUXE,AMAZON,15,11,2018,France
J’ai acheté ce jeu Mario pour l’anniversaire de mon fils et en le déballant pas de carte jeu a l’intérieur.C’est vraiment une honte. J’ai retourné la boîte j’espère un remboursement rapide,1,MARIO KART 8 DELUXE,AMAZON,21,3,2021,France
super jeu,5,MARIO KART 8 DELUXE,AMAZON,4,2,2019,France
Un classique sympa,5,MARIO KART 8 DELUXE,AMAZON,28,12,2018,France
Excellent,5,MARIO KART 8 DELUXE,AMAZON,16,4,2019,France
Je recommanderais,5,MARIO KART 8 DELUXE,AMAZON,14,1,2019,France
