review,score,titre,origine,date
That's it. That's the review. Buy the game already!,10,ZELDA BOTW,AMAZON,2021-09-13
"A must buy, nothing else to say !",10,ZELDA BOTW,AMAZON,2021-09-18
"The game play has been wonderful. The areas to explore is vast and the challenges interesting, I think I'm only 25% of the way through the game and already I'm looking forward to playing it again",10,ZELDA BOTW,AMAZON,2021-02-22
"Probably the best game available on the switch currently, but of a change from previous Zelda games with it’s more free roaming feel, the map is huge with lots of great things and places to find. The story is gripping and visually the game is stunning, many hours of truly immersive gameplay to be had.A must play title for the switch.",10,ZELDA BOTW,AMAZON,2020-01-01
"Game of the year? Game of the decade? ...or quite possibly... Game of the century!Believe all the reviews because nothing can prepare you for the experience that is... Legend of Zelda - Breath of the Wild.A staggering achievement in game design, artistry and imagination that you will not want to ever stop playing... absolutely mindblowing!((I love how Nintendo always give guidelines for playing thier games like taking a break after a couple of hours play to kind of give your self a rest... thing is though, with a game like this its damn near impossible to put down. Ive been playing it for two weeks now since its release and it just keeps getting better and better... it really could be 'the best game of all time'! ))",10,ZELDA BOTW,AMAZON,2017-03-04
My boys love this game.,10,ZELDA BOTW,AMAZON,2021-09-28
"It's like the best parts of all the best games I've ever played. Haven't seen a world so vast and sumptuous since Red Dead or skyrim. It's such a pleasure to travel around (ability to climb makes you feel like you're never being boxed into a trail by the devs). Sneaking up on camps and figuring out strategies to attack, reminds me of Far Cry 3. The puzzles are as good as those in Portal. It's just got layer upon layer of detail, surprises and ingenuity. The last time i felt so thoroughly entranced by a video game was maybe Super Mario World on the SNES.",10,ZELDA BOTW,AMAZON,2017-07-10
Absolutely breth taking! I love it. There is so much to do in it and the enimys are diverse. the  puzzles: challenging but not frustrating the game give you the opportunity to exsplore if you choose to do so. I also love the combat.It's a colourful breath of fresh air I definitely recommend it.,10,ZELDA BOTW,AMAZON,2020-02-02
the package arrived safely and the game was in the case sealed tightly. brand new. this game will be awesome playing it with my pro controller. the seller was digitalville LLC. they got our product on time.,10,ZELDA BOTW,AMAZON,2020-05-29
I bought this for my GREAT grandson for his birthday and he ws one happy little boy...He has really enjoyed it!!!!!,10,ZELDA BOTW,AMAZON,2020-11-07
"A fun game to play, it's kinda hard but well worth the money. Alot of fun.",10,ZELDA BOTW,AMAZON,2021-02-06
Enjoying the game a lot.. everything's looking fantastic so far.,10,ZELDA BOTW,AMAZON,2021-08-24
"This game is truly a masterpiece. It offers hours and hours of gameplay with a great story line and lots of replay value. If you're a Zelda fan then there will be things that might annoy you such as weapons that break and no real massive dungeons. But I'm between the empty landscape you'll find a colourful and vibrant town environments. I hope in the next game they go back to solve of the grass roots.. Like invincible weapons, large dungeons, bosses that don't all look out act in the and way, human Ganon.",10,ZELDA BOTW,AMAZON,2018-03-24
"I'm completely wowed by Zelda: Breath of the Wild as it exceeded my expectations completely and in terms of gameplay and graphics, it's utterly fantastic! I've been playing the game for several hours on end but not for the main missions, no, it was to explore the map, go anyone where I'd want and then do side-missions.I know it may seem silly to not focus on the main missions but considering there's so much to do, you're left with so many choices you just don't know which one to pick! :PNintendo made the best Zelda to date and no one can deny it!",10,ZELDA BOTW,AMAZON,2017-03-06
"As a long-time Zelda fan, there's little I can say that hasn't already been said about this title: it is a masterpiece.",10,ZELDA BOTW,AMAZON,2020-09-24
"I'm so in love with this game, I'm thrilled there'll be a sequel! The music is beautiful, I love how you can customise gear, take weapons that are dropped and make food! I've always been a huge Zelda fan and I wasn't disappointed! I've completed it on th WiiU, but once I got the switch, I just had to buy it again!",10,ZELDA BOTW,AMAZON,2019-09-29
"The game can be difficult for some but is the best Zelda in the series and a benchmark for any open world AAA game.  The story, the characters, all the world items, the music and the gameplay are all fantastic.  Nintendo took their time and put a lot of work into this and it paid off. It is no wonder why (they say) they sold more of this game then Switch consoles itself.  A must for a Switch console owner unless the console is used only by the very young or solely for local multiplayer.",10,ZELDA BOTW,AMAZON,2017-08-26
"A massive world to explore.Every single item moves or reacts with how you interact with it.Just going up to a tree or cliff and being able to climb it, wandering through grasses where stalks ripple and move.Then add in the intuitive , dynamic , exciting familiar and new gameplay and you lose yourself in this amazing game.New concepts of weapons and armour with number of times they can be used, making elixirs and foods , from countless ingredients is the right way for the series to evolve.",10,ZELDA BOTW,AMAZON,2018-04-11
This is a must buy if you have a Switch you have to buy this game it’s amazing beautiful looking game I highly recommend to any switch owner,10,ZELDA BOTW,AMAZON,2021-03-23
I’m happy with my purchase,10,ZELDA BOTW,AMAZON,2021-08-30
"About the shipping and packaging of the product good as always, about the game, nothing to say, 10/10.",10,ZELDA BOTW,AMAZON,2020-11-13
Bought this for my granddaughter. She loves it.,10,ZELDA BOTW,AMAZON,2021-08-12
"Yes you guessed it another 5 stars for a game that is the game of the year? well it is deserving of that title, there is literally so much to do in this game that you will be left amazed even if you have never played a Zelda game before however i do have to say that the beginning of the game was quite a drag and could'of been a lot better.Cons:weapons break too fast, i have no idea why they added that mechanic in this game.game seems too short for someone who doesn't do side quests or just explore the game.",10,ZELDA BOTW,AMAZON,2018-01-09
Fantastic game.  I haven't had this much fun since the Ocarina of Time when I was a kid.,10,ZELDA BOTW,AMAZON,2020-11-02
"Jogo muito bom, uma aventura gigante, e bem feita!!!",10,ZELDA BOTW,AMAZON,2022-01-04
"This game has delivered in all aspects. The game is beyond anything you will have ever played before and trying to go back to a game like Witcher, Horizon Zero Dawn or any other open world game will be tough. The freedom of exploration, combat, upgrades and many hidden secrets will have you engrossed for hours 100 + hours in and im still engrossed. Even if you do end up completing this game, there's always something else to do and find. If you haven't bought this when you buy a Ninetendo switch.. then your missing out on something truly special.",10,ZELDA BOTW,AMAZON,2017-04-01
One of the greatest video games of all time.,10,ZELDA BOTW,AMAZON,2021-08-01
Been a playstation devotee for years but bought this for my wife to go with the Switch I bought her. We find ourselves wrestling fir the controller for this one though.Probably one of the all time top games ibe ever played and I've been playing (don't judge me) since the late 80s,10,ZELDA BOTW,AMAZON,2020-01-14
They did a fantastic job with this game! We love it!,10,ZELDA BOTW,AMAZON,2021-02-23
"I don't need to say anything, you coming here means you already bought the game and wanted to see what people say, and i have a lot.This game? This bad boy? This? This is no question the high quality content, beautiful graphics, open world to the extreme, amazing combat, amazing story, and all around great fun. Played over 80 hours and i still didn't fight the boss, because i still have quite a bit that can still be done.If you ever held a controller, you must play this game.",10,ZELDA BOTW,AMAZON,2018-03-10
"Fantastic game, I brought this to replace a copy that got lost. I have spent hundreds of hours in this game and plan to spend many more roaming Hyrule.",10,ZELDA BOTW,AMAZON,2021-02-06
perfect,10,ZELDA BOTW,AMAZON,2021-10-02
new to the game and to Nintendo Switch but I'm sure I will get the hang of it. love the graphics and the intro story.,8,ZELDA BOTW,AMAZON,2020-07-13
I’ll be gifting this product. It arrived perfectly in time for the holidays .,10,ZELDA BOTW,AMAZON,2020-12-22
Best game I've ever played,10,ZELDA BOTW,AMAZON,2021-08-16
Perfect game,10,ZELDA BOTW,AMAZON,2021-09-19
"I got this for wiiu when it first released and recently re-purchased it for my switch!! Amazing replay value and although I haven’t started it on switch yet, I put in like 500+ hours on the wiiu",10,ZELDA BOTW,AMAZON,2020-08-07
"It's the game of the year for a reason - I've loved Zelda games since I was a boy in the 90s. The only downside to this game is that all weapons break so quickly. Combat can be a bit tedious because of this, if you'd rather hack and slash than use your slate you might find yourself feeling like I do. That said, this game is beautiful. Stunning music, funny interactions with enemies and a very immersive story (albeit a little anime-esque).",8,ZELDA BOTW,AMAZON,2017-12-17
great,10,ZELDA BOTW,AMAZON,2021-09-27
Great game,10,ZELDA BOTW,AMAZON,2021-07-15
Excelente producto,10,ZELDA BOTW,AMAZON,2021-07-14
Just buy this game. Thank me later,10,ZELDA BOTW,AMAZON,2021-08-10
"Even a year after release, this game is still fantastic. The fact that you can play it on the go on the Switch version is the icing on the cake.It's a pretty big departure from other Zelda games, with the the fact that your weapons will break and there's a stamina meter (like there was in Skyward Sword).Instead of dungeons there's Shrines instead which is a nice way to shake things up a bit to the old tried and tested formula.Definitely worth the purchase.",10,ZELDA BOTW,AMAZON,2018-03-24
"Having played Zelda for as long as I can remember and having played and replayed the majority of the Zelda games (except one or two of the Gameboy/DS ones), I can confirm that this newest edition is far from a let down, it is (and I never thought I would say it) incredible and even rivals ocarina of time. Definitely worth the money. The graphics and scenery are amazing and the open world is so smooth and flawless - no buffering.",10,ZELDA BOTW,AMAZON,2018-09-07
Brilliant game so much to explore so much to do it's a must have for any nintendo switch owner,10,ZELDA BOTW,AMAZON,2021-05-18
"Best game I've played in ages.  Being able to play this on the move (bus/train) is great, and the Switch as a console allowing you to pick it up and be back in the game in seconds, with no loading time, is fantastic.  I've been playing this for a couple of weeks now and feel like I've still got a long way to go.  A wonderful new experience in Hyrule, which I've not enjoyed so much since The Ocarina of Time on the N64",10,ZELDA BOTW,AMAZON,2018-03-13
"È un gioco che volevo comprare da molto tempo, avevo deciso di prendere la versione del regno unito per la copertina molto bella, diversa da quella italiana, ma al ritiro del pacco c'era la stessa copertina copertina dela versione italiana.",8,ZELDA BOTW,AMAZON,2020-03-06
"I am a game freak, love all kinds of games and botw blew me away. Easily one of my top 5 games of all time and I don't say that lightly. If you're even considering buying this game then do yourself a massive favour and just buy it!",10,ZELDA BOTW,AMAZON,2020-01-15
"Just got my switch and zelda and mario kart,i am a lover of my ps4 and xbox one and now a switch,i am 46 years old a widow with 2 daughters and 3 granddaughters,been gaming since pong,anyway i thought i buy the switch and zelda and i was panicky about wasting my money,i was wrong this zelda is brilliant and 1 of the best game i played in a long time i am hooked and it draw me into it love it,go and a buy a switch and zelda it worth gold .1 happy fella here",10,ZELDA BOTW,AMAZON,2017-05-20
Honestly the best game ever created! Played over 172h on it and still not even clsoe finishing it.,10,ZELDA BOTW,AMAZON,2021-05-19
"New to the switch, So far I like it",10,ZELDA BOTW,AMAZON,2021-02-06
"I die A LOT in this game but still it's fun. I normally don't like super hard games and couldn't play Zelda Ocarina of Time nicely without a walkthrough, but since this BotW is an open world game you don't have to 'figure the game out'. I've been fine (and enjoying it a lot) playing mostly on my own so far. Sometimes have to look things up. Buttons controls were designed nicely not hard to remember like many other games. Zelda fan or 'experienced' gamers or beginners don't matter you'll have fun saving the princess!",10,ZELDA BOTW,AMAZON,2017-04-26
"Great game, great condition",10,ZELDA BOTW,AMAZON,2021-05-02
It is great adventure game with awsome weapons.,10,ZELDA BOTW,AMAZON,2021-02-20
The best Game ever made. It does not need lengthy reviews. Its just the best game in the history of any consoles. I have a PS4 i had an xbox one. They can not touch this. Nintendo are now and in my opinion are on another level  !!! The only game I would compare it to in regards to love effort and detail put into a tittle would be metal gear solid by Kojima. And i bet even he is sitting right now playing and enjoying this too. And thats the thing it is such an enjoyable game.,10,ZELDA BOTW,AMAZON,2017-03-05
"This game, to me, is the pinnacle of fantasy adventure games, it is great at introducing the series to newcomers, whilst containing throwbacks and elements that satisfy vetrans, all done with a fairly big gameplay change compared to previous games which I think works very well here. Definitely one to at least try.Also the game is abundant and thus wont take long to be delivered.",10,ZELDA BOTW,AMAZON,2019-03-10
"I absolutely LOVE this game. I bought it on Wednesday and have probably clocked up over 24 hours of gameplay, even with a 9-5:30 job.The first scene after seeing the landscape for the first time is epic.I've never been more excited for a game before, so much so that I do not skip any of the cut scenes. It adds so much to the story line.The only criticism I can have is the loading times between travelling and restarting after dying, but it's such a minor criticism.",10,ZELDA BOTW,AMAZON,2017-04-03
"Best game EVER do not hesitate, just buy!",10,ZELDA BOTW,AMAZON,2021-07-08
"Had issues with international delivery and a refund was issued within 4 hrs, cant thank the company enough.",10,ZELDA BOTW,AMAZON,2021-04-30
The best game on the Nintendo switch. If you only buy 1 game get this one!,10,ZELDA BOTW,AMAZON,2021-05-17
"Sure, this game has some technical flaws but that hasn't stopped me pouring over 90 hours into it. The world is full of life, mystery and interesting characters. The best thing about this is that it lets go out of your hand the moment you start, you are free to explore to your hearts content - see that mountain WAY in the distance, find a horse and you can get to the top of it.I skipped the last Zelda game and really hope no one skips this, it's perfect.",10,ZELDA BOTW,AMAZON,2017-03-27
Great game it arrived earlier than expected I've been playing for a couple hours and it's easy to get in to and have fun in,10,ZELDA BOTW,AMAZON,2020-12-30
"Great game. Have been playing a lot since the release, and I have kept uncovering secrets. This is easily the best Zelda game, and they have embraced the open world element. The dungeons being puzzles is a nice twist. At first I preferred skyrim and witcher with their high-fantasy and more adult feel, but this is a real masterpiece with excellent physics and a realistic world feel that drags you in bit by bit. The fact you can play this on the bus is even more amazing! Maybe the best game ever?",10,ZELDA BOTW,AMAZON,2017-03-06
Great game. Easy to play,10,ZELDA BOTW,AMAZON,2021-03-17
"I found the world empty and lacking any meaningful side content, the combat can't hold a candle to Dark Souls, the story was almost non existent and I think the characters were mind-numbingly boring. One of the only things this game did well in my opinion was the exploration which, while very fun, did not manage to make the game interesting for me at all, as I felt no drive to explore the world past the required amount. Even the exploration felt very formulaic, with the climbing of vistas to reveal more of the map and the exploration of shrines to improve your character. By the end of the game I found myself rushing into the final level (Hyrule Castle) to beat the boss and be done, only to be disappointed once again, by an unimaginative and easy boss fight and absolutely no post end content, which I think this game would have really benefited from.I imagine if my expectations were not as high going into the game, I may have found more redeeming qualities in it, however, I feel like Nintendo focused too heavily on the engine which, besides the exploration, was the only other part of the game I enjoyed. Now that I am finally done with this game I find myself wishing I spent my money on something else, and returning to games which I think had much more interesting content and higher replay value.",4,ZELDA BOTW,AMAZON,2018-04-08
"Magico. Estasiante. Sublime. Chiunque finirebbe gli aggettivi e le parole di fronte a tale maestria e sopraffina tecnica nel mettere insieme un gioco cosí maestoso e imponente nella sua bellezza. Nintendo ha di nuovo fatto centro con uno dei suoi assi e stavolta é veramente difficile batterlo. Sarà difficile poter riprovare determinate sensazioni di libertà in un videogioco, ma Zelda é questo. Signori e signore, semplicemente il migliore.",10,ZELDA BOTW,AMAZON,2019-10-01
"Amazing game that is a joy to play. Beautiful to look at, combat mechanics are fantastic and freedom to explore is excellent. Gets a 10/10 from me.",10,ZELDA BOTW,AMAZON,2020-11-07
"Amazing game, graphics look great and the gameplay is just unreal. Highly recommended!",10,ZELDA BOTW,AMAZON,2021-05-25
"Un po tardi per acquistarlo rispetto al day one...È appena arrivato! La versione é in inglese sulla copertina, ovvero il dorso della custodia è scritto in lingua, la copertina é quella della versione italiana. Funziona, blisterato con marchio nintendo.Consiglio.  L incipit del gioco si apre au questo vasto mondo *-*",10,ZELDA BOTW,AMAZON,2020-03-27
"Quick, accurate response. Was a gift so I didn't try it out.",10,ZELDA BOTW,AMAZON,2020-10-30
"Bought for my husband for Christmas, he loves it. Great game and really easy to play. Can't get him off the switch now lol",10,ZELDA BOTW,AMAZON,2020-12-29
"The game is fun and beautiful. I was impressed by its size. But for me it's a 4 out of 5 because I wasn't connected to the story at all. It was just me though, I can totally understand other people. The game is really good and polished. Definetly a must buy for the fans! Nice one Nintendo!",8,ZELDA BOTW,AMAZON,2018-10-26
"Breath of the Wild is an epic, open-world adventure. Graphics and gameplay are incredible, with many areas to explore, and tasks to complete.As my first Legend of Zelda game, this was an exceptional beginning into the series. New players not familiar with the series will not experience great difficulty in getting into the game, whilst those more familiar will enjoy references to older titles.Breath of the Wild offers an exciting world to explore with breathtaking landscapes and hours of entertainment.",10,ZELDA BOTW,AMAZON,2017-08-01
Great gift,10,ZELDA BOTW,AMAZON,2021-05-03
I feel i played this game before. Nothing new.,2,ZELDA BOTW,AMAZON,2022-11-10
Favourite game,10,ZELDA BOTW,AMAZON,2021-08-13
"Perfect condition I love this game and it came really quick, I would definitely recommend ordering this game from here",10,ZELDA BOTW,AMAZON,2021-02-06
Awesome game,10,ZELDA BOTW,AMAZON,2021-08-12
"So good!!!!! So addictive! I have lost more than 100 hour to this game, it just keeps getting better!",10,ZELDA BOTW,AMAZON,2021-02-12
"Play. This. Game.I'm new to Zelda, but had to pick this up after watching my boyfriend playing it.It's gorgeous; huge, expansive open world where you can literally interact with everything. Climb mountains, swim in lakes, climb trees, sail, fish, build, cook, hunt, fly, fight, puzzles, magic... It's incredible. The designers have built the most incredibly immersive, beautiful game I've ever played and everyone should play it!It took me about 5/6 hours of playing to get a hang of the full controls. A minor 2pts off a 100,000pt game though; just power through and enjoy your new life. 😁",10,ZELDA BOTW,AMAZON,2018-04-07
he has been living the the zelda world for 3 days....and is enchanted.,10,ZELDA BOTW,AMAZON,2020-09-30
Ha sido un regalo para un niño y nunca le he visto tan contento como jugando con este juego.,8,ZELDA BOTW,AMAZON,2020-10-16
"After spending a long time deciding if I should get this or not, I finally gave in and got and I can say I do not regret it at all!It did take me some time to get into it, but once you do it's so hard go let go.I would so recommend this game",10,ZELDA BOTW,AMAZON,2019-06-16
"Great game, hours of fun 👌",10,ZELDA BOTW,AMAZON,2021-06-24
"It came a bit later than it was supposed, but it was perfectly packed and is amazing.",8,ZELDA BOTW,AMAZON,2020-07-08
Best game on the Switch by far!!!! Massive open roaming area and non linear to boot. If you have a Switch you have to have this game. I've always loved the Zelda series but this is different class. Buy it now.....what are you waiting for??? Can't wait for the sequel.,10,ZELDA BOTW,AMAZON,2019-10-18
Best game ever,10,ZELDA BOTW,AMAZON,2021-03-19
Normally i don't write reviews but for this game i couldn't help it!I bought this game for my switch and have played it for endless fu for a couple of weeks. With endless replay ability you can play for hours and make little game progress OR you can  play for hours and make tons of progress.First Zelda game i have ever played and i would rate it 10/10 for sure !Best switch game i have ever played,10,ZELDA BOTW,AMAZON,2017-12-03
"I love everything about this game except the price, as a Nintendo product it can never get 5 stars for that reason. The game is packed with content, the mechanics and controls are solid, the story is classic and it just feels wholesome and satisfying.",8,ZELDA BOTW,AMAZON,2019-04-25
It's ok I guess,10,ZELDA BOTW,AMAZON,2021-02-26
"There are good and bad stuff about this game, for me a university student it doesn't really interest me. Its a huge open world but... there isn’t much action in the game. Lots of the same monsters and same battles over and over. While there is adventure and a huge beautiful world, its kind of a wasteland and not much action.It isn’t all doom but for me, paying £48 for a video game it HAS to be fantastic. The high reviews and eatings for this game make it seem the best there is for the Switch but it isn’t. It is okay but not THIS good not worth the price. Its worth £20 but no more than that.Kids might enjoy it and it might be suitable for them but if you like action-adventure save your money and get another game. This game will be ending up on eBay tonight because it just isn’t worth the money and no action in the game, just same monsters over and over in a huge wasteland. This just destroys the opportunity for it to be a fantastic game.",2,ZELDA BOTW,AMAZON,2020-07-27
"Quality game. I got myself one, my mom one, and my little brother one. I've sank hundreds of hours into this game, if you don't have it, take the word of a stranger, and get it.",10,ZELDA BOTW,AMAZON,2020-05-10
"Always been a big Zelda fan, this one is no exception, stunning graphics, the game play is a little tougher than I remember but still fabulous. There is so much more to do in this one I think I will probably be playing it for years to come so that I can complete everything, A fantastic game, a must for all Zelda fans. Highly reccomended.",10,ZELDA BOTW,AMAZON,2019-03-06
Must buy. Been playing for over a month and 55% complete lol excellent game a must buy,10,ZELDA BOTW,AMAZON,2021-02-06
This game is phenomenal. The epic landscape and attention to detail is amazing. It sucks you right in and you can lose hours.A great in depth story with an immense open world and all the nostalgia of a Zelda game.I highly recommend this game.,10,ZELDA BOTW,AMAZON,2019-09-27
Amazing game definitely recommend and it’s a great price too. Much more expensive from some other places.,10,ZELDA BOTW,AMAZON,2021-02-09
Amazing game hours of gameplay one of the best on the switch,10,ZELDA BOTW,AMAZON,2021-04-03
I've played ocarina and a few other games but never quite fell in love with the zelda series. However this game is absolutely mindblowing. Best experience I've ever had with a game in my life. Im not gonna write much more since there is thousands of reviews covering everything about it.,10,ZELDA BOTW,AMAZON,2019-08-01
Great game. I won’t do a full review here. I’d suggest watching the YouTube reviews to see how good it is.,10,ZELDA BOTW,AMAZON,2020-12-19
"This new installment of The Legend of Zelda is the best to every exist. Botw is absolutely beautiful to look at and it runs amazingly on the Nintendo Switch, however the harsh environments are quite hard to get through especially cold ones because unless you're wearing the proper amount of clothes you're done for. But this is just too good to not give 5 stars and I hope they continue making Zelda games like this one.",10,ZELDA BOTW,AMAZON,2018-02-15
Bought for my 9 yr old. Grandson / he loves it and is now his favourite game,10,ZELDA BOTW,AMAZON,2021-01-24
Couldn't recommend this too highly! The game was incredible and everything I needed to keep myself entertained during the long lockdown in the spring.,10,ZELDA BOTW,AMAZON,2020-11-27
A real gem of a game.  Love Zelda? Buy it.,10,ZELDA BOTW,AMAZON,2021-04-11
Was never a big zelda fan but having a switch and everyone saying this is the best game for it and it has changed my mind this game is incredible spent alot more hours on it than I expected mainly thanks to the switch being so convenient playing this over a friends is an easy task and the look of the game is greatvon portable and on the tv can not rate this game high enough,10,ZELDA BOTW,AMAZON,2018-01-31
"Premetto che questa è solo una sottigliezza ma per me importante, come può non esserlo per qualcun altro.Il gioco arrivato nei tempi stabiliti, integro, sigillato, senza graffi ne danni. Già provato e correttamente funzionante.Quello che mi ha lasciato ""amareggiato"" è che ho ordinato questa versione aspettandomi di trovare la copertina che si trova qua in descrizione e nella foto di presentazione del prodotto, e invece mi è arrivato con la copertina alternativa.Ripeto potrebbe non interessare a nessuno ma per me era quel qualcosa di più "" bello ed esclusivo""",6,ZELDA BOTW,AMAZON,2020-03-08
"A great buy, thank you.",8,ZELDA BOTW,AMAZON,2020-12-07
An amazing game for anyone! Really enjoyable and there’s so much to do!! Definitely recommend this to anyone,10,ZELDA BOTW,AMAZON,2021-01-07
"Wow... what an absolutely brilliant game. My daughter and I have spent hours travelling throughout Hyrule solving puzzles, completing quests and defeating the monsters and guardians.  Even my wife (sad as this seems) enjoys sitting and watching us play and occasionally checking google for cheats and tips, to help us out.  Worth buying the Nintendo Switch just to play it.",10,ZELDA BOTW,AMAZON,2019-03-06
One of the best Zelda games out there. Super fun! (I’m 39 years young). Absolutely loved it!,10,ZELDA BOTW,AMAZON,2021-02-02
I’ve always played Zelda and this was one of thee best!,10,ZELDA BOTW,AMAZON,2021-04-22
"Amazing game, but the package came late and the box was damaged.",8,ZELDA BOTW,AMAZON,2020-09-20
My son is sooooo incredibly happy with the game. Graphics are great. Great characters. Great game!!,10,ZELDA BOTW,AMAZON,2020-06-17
I teared up when I played the beginning of this game. Nothing has ever come this close to this level of freedom in an open world game and I'm happy to get lost in this game for hours.,10,ZELDA BOTW,AMAZON,2020-02-14
"I’ve been playing video games for 30+ years and this is one of the very best I’ve ever played. In fact it’s not a game but an experience. I love being able to just explore and discover new things. Difficulty level is just about right too.Edit/Update: still playing, appears my nine year old loves this game even more than I do. Together we've explored, solved puzzles and defeated bosses. Probably the best game I've ever played.",10,ZELDA BOTW,AMAZON,2017-11-27
"I bought a switch console just to play this. I've played for about 70 hours and am coming to the end of the main story, but there is still lots more to do.This is one of the best games out there.",10,ZELDA BOTW,AMAZON,2019-12-07
Needs a Book of Clues,8,ZELDA BOTW,AMAZON,2021-01-05
Amazing game. I’m really not surprised this game has won awards it can literally keep you busy playing for years since there’s soooo much to do and the map is so big I’m constantly discovering new places and landmarks,10,ZELDA BOTW,AMAZON,2020-01-21
"This is a great game. Absolutely love the game play, attention to detail, complexity and storytelling. It's not Ocarina of Time - let's be clear about that, but it is a modern day masterpiece that alone justifies buying the Switch. I would not recommend this for young children, mainly because of the difficulty of the game. There is no linearity to it, and you're left to explore the vast world at your leisure (and sometimes annoyance when you're lost). Highly recommended!",10,ZELDA BOTW,AMAZON,2017-05-03
"Previously played 10 minutes of a Zelda game (wind waker) so I wouldn't say I knew much about the history.I was quite sceptical about the claims being made about this game and was looking forward to picking this apart, assuming the rave reviews were based solely on its cosmetics.However, I have to marvel at the engineering, innovation, and quality that's effectively raised the bar on what people will accept from this type of genre from here on in.",10,ZELDA BOTW,AMAZON,2017-04-19
I got this for my 14 year old for his birthday. He took time to get into it (an hour or so as it’s so different to other games he has) but is now completely hooked. He loves it.,10,ZELDA BOTW,AMAZON,2020-01-12
"WOW, now this is what I call a cracking game, full of everything you need in a game, proper full world exploration. Hopefully game designers and  writers will realise THIS is what we want. Remember people it is not graphics in a game that wins, it's gameplay, game design and playability, And this will astound you, in every direction, a must purchase. Plus over £10 cheaper than the high street, so don't bother with ya points, this is cheaper",10,ZELDA BOTW,AMAZON,2017-03-29
Best 3D Zelda game since Twilight Princess.,8,ZELDA BOTW,AMAZON,2020-10-07
This was bought for my son for Christmas! He always wanted this game!,10,ZELDA BOTW,AMAZON,2021-01-27
"One of the best games ever made, absolutely engrossing.",10,ZELDA BOTW,AMAZON,2021-03-21
"This game is truly a masterpiece. Everything was perfect, I have no negative comments to make except for the fact that I want more and hope there will be sequel!",10,ZELDA BOTW,AMAZON,2020-06-03
This game is set in a massive worked of dirrerent environments that can be explored in any order. The way you control Link and look around draws you into the game. There's a puzzle to solve in almost every shrine as well nasties to fight in each location. Learn the shortcuts to quickly switch between weapon types and enjoy exploring!,10,ZELDA BOTW,AMAZON,2019-01-19
"Purchased as a gift for a 9-y-o grandaughter, who clearly enjoyed watching the DVD. Otherwise, I'm in no position to comment on its quality or content.  Perhaps Amazon should avoid inviting ratings from the purchasers of products clearly intended as gifts for small children?",8,ZELDA BOTW,AMAZON,2019-02-01
Christmas gift. Hope he enjoys it.,10,ZELDA BOTW,AMAZON,2020-11-16
Love this game. Almost too much content. It arrived on time and perfect.,10,ZELDA BOTW,AMAZON,2020-07-21
Good,10,ZELDA BOTW,AMAZON,2021-03-16
I love this game.. I'm glad I got it back again.,10,ZELDA BOTW,AMAZON,2020-08-20
I bought this as a gift . The recipient seems quite happy with it .,10,ZELDA BOTW,AMAZON,2021-01-08
One of the best games out there for the switch!,10,ZELDA BOTW,AMAZON,2021-03-15
"I loved this initially but then I ended up getting a bit frustrated by all the things felt I *should* complete and it started to feel a bit repetitive and frustrating... I can see a lot of love as gone into this game and I think I'll have to come back to it one day but, sadly for now, it's not for me.",8,ZELDA BOTW,AMAZON,2018-04-20
"It's a open world game,with a large amount of quests and lots of detail. Hours of game play to explore . Even if you're not a big Zelda fan, I really recommend this game.",10,ZELDA BOTW,AMAZON,2020-02-29
Lives up to the hype. Huge game with so many different fun quests and a gorgeous map. Exploring alone is tons of fun and general gameplay is better than a lot of RPGS. Can't recommend it enough,10,ZELDA BOTW,AMAZON,2020-01-16
Great game so absorbing. Graphics are great and the sound affects first class. The monsters are really big and powerful. The weapons break after about 3 strikes unfortunately and I am hoping they get more powerful as the game progresses. Better to try and avoid a lot of the monsters they are so strong. It is a whole new experience for the Zelda games. Wonderful game wonderful graphics so much detail it is like a movie.,10,ZELDA BOTW,AMAZON,2017-04-07
Grandson loves it.,10,ZELDA BOTW,AMAZON,2020-12-28
Hours of fun,10,ZELDA BOTW,AMAZON,2021-01-14
daughter was very happy with this. they play it on their switch lite,10,ZELDA BOTW,AMAZON,2020-12-25
"This really is by far one of if not the best game on the market and the next evolution of open world games. With the freedom to go anywhere and do anything without any hand holding or boundaries. Climb every mountain, cut down every tree, take a ride on every animal or go straight from the starting point to the end boss there are no limits and no other game that compares to it",10,ZELDA BOTW,AMAZON,2017-05-07
"Great game, open world, exploration, combat, missions, the works, just a little slow to get into. If you like me, have ADHD & the attention span of a gold fish it’s probably gonna be one of those you pick up and play in bursts. Nonetheless, beautiful graphics.",8,ZELDA BOTW,AMAZON,2018-11-25
"This game is huge, I can't emphasise the scope of the world enough. The art style is simple and charming. Gameplay is just challenging enough so that it doesn't feel easy but it never gets boring. This game has the addictive quality of some of the earlier FF games",10,ZELDA BOTW,AMAZON,2019-06-19
Grandaughter loved it,10,ZELDA BOTW,AMAZON,2021-06-15
Follows on from previous Zelda games so excellent. I didn't have Wii U so don't know if it's this game that changed but I can carry unlimited arrows and money etc. I love the fact that I can buy and sell things off other characters in the game. I've been doing the side quests as well so that adds a little time to the game. Got a feeling I've almost completed it though 😢,10,ZELDA BOTW,AMAZON,2017-04-10
It’s an artistically beautiful game and the playing of it is incredibly fun. Play time goes beyond 100 hours if you wish it to. There are tons of things to do,10,ZELDA BOTW,AMAZON,2020-03-19
