Content,Stars,titre,origine,jour,mois,année,Pays
"I love this game, there is so much to do, whether you enjoy collecting things, building things, or making money. This game has a lot of things to do, and the addition of some new villagers has really helped to make things feel fresh.",5,ACNH,AMAZON,20,5,2020,Royaume-Uni
"This game is such a lovely change from fortnite. It encourages reading, thinking and happy gameplay. My boy is much happier after an hour of this, than after an hour on fortnite",5,ACNH,AMAZON,30,11,2020,Royaume-Uni
Keeps me entertained and very relaxing. Probably aimed at children but as a mid 30 year old it helps pass the time and wind down.,5,ACNH,AMAZON,26,3,2021,Royaume-Uni
"Honestly nothing bad to say about this game, love this game since I was a kid and I even bought the animal crossing themed switch, definitely worth the price",5,ACNH,AMAZON,12,1,2021,Royaume-Uni
"I brought this game for my children.They all love it & my children’s age range from 7-16. It has up to 4 players at one time, it’s great fun.I love to see what they get up to and to hear them laughing. 5⭐️",5,ACNH,AMAZON,13,5,2020,Royaume-Uni
"Bought for my son who loves animal crossing, he's enjoyed exploring the area and doing the quests available.Definitely an enjoyable agame for many age groups",5,ACNH,AMAZON,21,3,2021,Royaume-Uni
I used this for my sons Nintendo Switch great game no fighting. He loves playing this,5,ACNH,AMAZON,1,2,2021,États-Unis
My 12 year old and her mates LOVE this game - play for hours!!!! You can time leap and change seasons etc... so there was one white Christmas 🎄,5,ACNH,AMAZON,6,1,2021,Royaume-Uni
Ordered this for my daughter nintendo and she loves it not into games so not sure of quality but she is happy with it,5,ACNH,AMAZON,24,3,2021,Royaume-Uni
This was what my Grandson wanted for his birthday and he was over the moon with it. He has already played with it several times,5,ACNH,AMAZON,23,3,2021,Royaume-Uni
"Bought for my mother in law who probably hasn't played games since Pong and she really enjoys it, even phones me for help when she gets stuck. But a good sign she is actually enjoying it.",5,ACNH,AMAZON,27,8,2020,Royaume-Uni
The grandson plays this a lot - can link with his mates and it seems educational as well as fun. Might even get another one for myself !!,5,ACNH,AMAZON,21,1,2021,Royaume-Uni
"Bought as a Christmas gift, she loves playing it and showing me how well she's doing (I have no idea but she's happy) so it gets 5 stars",5,ACNH,AMAZON,8,1,2021,Royaume-Uni
Awesome,5,ACNH,AMAZON,23,9,2021,États-Unis
"This is a great game, constant updates to keep you invested and there's always more to do, it's a bit of a guilty pleasure!!",5,ACNH,AMAZON,23,3,2021,Royaume-Uni
this game has been played non stop since buying!! defo recommend,4,ACNH,AMAZON,7,1,2021,Royaume-Uni
"First time playing animal crossing, it is very subdued not much going on. It is very much a grind in order to complete and the content is lacklustre for its price. Granted I have not got the online membership, so I didn't explore all options but its enjoyment dissipates very quickly.",3,ACNH,AMAZON,27,12,2020,Royaume-Uni
"I absolutely love this game and have played it on other consoles such as the DS. When my daughter and I bought a Switch recently, I was looking forward to introducing her to the game and playing together - it is advertised as multi-player. However, what it doesn't tell you is that you can only create and save one island.  Only the person who creates and saves gets the full Animal Crossing experience. The second player (and indeed any other players) is limited in their creativity. They are not given recipes to build items, they cannot take part in rebuilding projects. In order to do this, you would need to restore the game to factory settings to start again. The only way for all players to have a full experience is for them to buy another Switch and another Animal Crossing game. Considering I've just spend £50 on this, I'm feeling a bit robbed (and upset if I'm honest - this was going to be a bit of lockdown escapism for my depression). This is the first time I have ever been disappointed in Nintendo.",1,ACNH,AMAZON,10,1,2021,Royaume-Uni
"This game has taken over my life. I absolutely love it , all the quirky features and graphics keep me entertained for hours .",5,ACNH,AMAZON,9,3,2021,Royaume-Uni
"This is the best handheld game I’ve played in years. Definitely the best game on Switch if you like slow burning, chilled out games. I’ve put in over 700 hours of playtime since release! I 100% recommend this game.",5,ACNH,AMAZON,9,7,2020,Royaume-Uni
An amazing game to take your mind off real-world issues. Live an idyllic life collecting and selling what the island has to offer and building a home and community for yourself.Great and effective graphic and sound design. Would highly recommend for all.,5,ACNH,AMAZON,25,4,2020,Royaume-Uni
Excellent purchase came very well packed,5,ACNH,AMAZON,5,7,2021,États-Unis
"Absolutely incredible game. May have somewhat freaked the Amazon driver out by standing in my garden for half an hour, tracking his progress on the app. Seemed a bit shocked when I ran to him and asked for the game. 10/10 recommended, so addictive and relaxing.",5,ACNH,AMAZON,30,3,2020,Royaume-Uni
Great game the granddaughters love it.. Aged 6 and 7 play game together through their own Nintendo lites.. Yes would recommend.,5,ACNH,AMAZON,4,4,2021,Royaume-Uni
Love this game for my son,5,ACNH,AMAZON,31,7,2021,Royaume-Uni
"Absolutely addictive! My 6 year old is living in her imaginary island and my life has been over taken by villager, camp sites and talks of designing clothes, streets, paths and bridges 😂",5,ACNH,AMAZON,14,10,2020,Royaume-Uni
Animal crossing is probably one of the best games on the nintendo switch. It is very fun and it does not get boring after a few plays.,5,ACNH,AMAZON,3,1,2021,Royaume-Uni
"Lovely game, perfect for lockdown, and the new customisation features and ability to place furniture or indeed any objects outside make this a clear step forward over New Leaf. Recommended, as long as the slow pace doesn’t fill you with dread.",5,ACNH,AMAZON,8,5,2020,Royaume-Uni
"Can you really fault Animal Crossing???? The game is perfect, havent had any issues so far. The only dislike is that to visit your friends towns you have to wait a day, but otherwise  it's a great bit of nostalgia.",5,ACNH,AMAZON,7,5,2020,Royaume-Uni
"Its ok. And thats the best and the worst that can be said about it. Its fairly relaxing, but everything is time gated  meaning that its a ""log on every day and make slow progress"" game rather than one you play under your own terms.  Its more akin to a grindy mobile phone game without the micro transactions than a full priced title. I have to be honest; I find it quite dull. You run out of things to do easily because of the time gating. Your activities are not that varied (90% of your activity is collecting materials and this is hard capped daily). I frankly wish I hadnt spent the money really (especially at full retail price). However my subjective opinion isnt the retailers fault so I guess Im stuck with my purchase and my regret...",2,ACNH,AMAZON,6,8,2020,Royaume-Uni
I just didn't get into it... Played until technically I had finished the game but I just got bored. There are so many things I wish were better.,3,ACNH,AMAZON,9,6,2021,Royaume-Uni
Fantastic game very additive u cant put it down theres so much to do and if u havr online u can play with others on their island i am so addicted to this game. Keeps me from being bored in lock down,5,ACNH,AMAZON,9,5,2020,Royaume-Uni
Bought this for friends daughter she loves it can't get her off it now but it's all good at least it wasn't a waste of money.,5,ACNH,AMAZON,6,1,2021,Royaume-Uni
"I love this so much, deffo worth the money and it’s cheaper on Amazon than it is on the Nintendo e shop.",5,ACNH,AMAZON,9,3,2021,Royaume-Uni
Great delivery as usual. Daughter wanted it for her bday at short notice. Got delivered well on time. No issues whatsoever. Good game,5,ACNH,AMAZON,18,2,2021,Royaume-Uni
Lost my switch because my niece loved this haha..,5,ACNH,AMAZON,8,7,2021,Royaume-Uni
This game was given to two of our Grandchildren for Easter so I am unable to review it.,5,ACNH,AMAZON,20,4,2021,Royaume-Uni
I love the game so much lost of fun I love how you can make things your own way like your own happy place.,5,ACNH,AMAZON,30,1,2021,Royaume-Uni
"Animal Crossing for the Switch is a terrible game. The graphics are poor, the gameplay is repetitive and boring, and the overall game is just not fun. I would not recommend this game to anyone.",1,ACNH,AMAZON,26,9,2022,Royaume-Uni
Really engaging and super soothing and relaxing. The perfect game for this year. It's completely stress-free. This is essential escapism for lockdown life.,5,ACNH,AMAZON,31,1,2021,Royaume-Uni
Product delivery was good. Game itself is a little lack luster. Not a great game for 2 kids to play at once. Has the capability eventually but both children had to create their own character and go through a training routine which is time consuming.,3,ACNH,AMAZON,1,3,2021,Royaume-Uni
"It was very well received, thank you. My 8 year old Grandson loves it & plays it with his brother & his friends. Very happy boys!",5,ACNH,AMAZON,31,12,2020,Royaume-Uni
"Me encanta, me sirve para relajarme y distraerme de todo",5,ACNH,AMAZON,21,6,2021,Mexique
Macht sehr viel Spaß wird nicht langweilig top,5,ACNH,AMAZON,15,9,2021,Allemagne
Came new in box. Came in yesterday but busy to leave a review. Fast shipping.  Cant wait to play! Been a animal crossing fan since I was little! Thank you!,5,ACNH,AMAZON,8,5,2020,États-Unis
This got me through lockdown and is continuing to get me through it now. I bought it for my sister as a surprise now as I think she’d enjoy it. Highly recommend,5,ACNH,AMAZON,19,9,2020,Royaume-Uni
"it's Animal Crossing your own island, getting away from the real world, not good for people who don't like to wait you have to wait a full real day for shops to be built/ your home.",5,ACNH,AMAZON,19,6,2020,Royaume-Uni
"I'm mostly a PC gamer but this game is a great break, perfectly in-depth and lots to do. You'll enjoy it if you like games such as WoW,RS/OSRS. It's like a the crafting/skilling side to an MMORPG.",5,ACNH,AMAZON,23,6,2020,Royaume-Uni
Prepare to fall into a world of animal crossing like you never have done before! There is SO much more to do in this game than there was in any of the others. Its just amazing and I highly recommend it!,5,ACNH,AMAZON,6,4,2020,Royaume-Uni
I just got this game and it’s already really amazing! It came brand new,5,ACNH,AMAZON,6,1,2021,États-Unis
Daughter loves the game. Price is high but seems like any game nowadays are $50 & up unfortunately not like it used to be $25-$40.,5,ACNH,AMAZON,29,6,2020,États-Unis
Fantastic game! First time I have ever played Animal crossing and I'm hooked!Total escapism from lockdown. It has saved my sanity 🤣,5,ACNH,AMAZON,9,2,2021,Royaume-Uni
"If you liked the previous entries in the Animal Crossing series, you'll like this. Definitely good value because you'll get hundreds of hours of play time out of it. Would be suitable for children to play too.",5,ACNH,AMAZON,5,6,2020,Royaume-Uni
"You can only have 1 island per switch! I created an island and my husband thought he would have his own game... nope! He joined me in my island but he as limited with what he could do.Shame, as it’s a good game apart from that. I use to love the old games.Bit disappointing Nintendo! They just want you to buy a separate game or console",3,ACNH,AMAZON,23,3,2020,Royaume-Uni
Fast delivery! Great game and highly addictive!,5,ACNH,AMAZON,7,7,2021,Royaume-Uni
"What a bloody stupid idea! Whoever plays the game first become ‘Island Representative’ and gameplay can’t progress until they’ve completed tasks set...so my 8 year old is Rep, finds it difficult to get tasks done and has given up on the game because it’s boring due to nothing new happening - that leaves the game pretty unplayable for me too. The only option is to delete the whole lot and start again, which I’m not going to do because she’s spent quite some time on her character and house appearance. Nintendo customer support could not have been less interested.Unless an option to swap rep is somehow added I would call this a waste of money if more than one person in the house wants to play.",2,ACNH,AMAZON,4,4,2020,Royaume-Uni
Ehrlich gesagt ich kann mich nicht beklagen die ware von euch ist immer super😉😉😀😀,5,ACNH,AMAZON,10,7,2021,Allemagne
I've played and loved all of the past Animal Crossing games and this is no exception. It couldn't have arrived at a better time during lockdown. I also got my favourite villager Bob the cat so no complaints here!,5,ACNH,AMAZON,18,4,2020,Royaume-Uni
It's animal crossing. Of course it's great! It's by far the most worth it when considering time/cost. You don't even notice 2 hrs have gone by until you look up at your on game sky and it's already dark.,5,ACNH,AMAZON,17,4,2020,Royaume-Uni
"Lovely game, relaxes my teenage daughter",4,ACNH,AMAZON,4,1,2021,Royaume-Uni
Bought for my daughter as a Christmas present and I know she's going to be over the moon when she opens it on Christmas Day,5,ACNH,AMAZON,11,12,2020,Royaume-Uni
Bought for my son for Easter 🐣 and he's not been off it he loves it,5,ACNH,AMAZON,6,4,2021,Royaume-Uni
"È il primo AC che compro ed ero molto scettico. Da quando l'ho comprato non ho più smesso di giocarci, tutti i giorni accendo almeno per 1 oretta per fare le routine giornaliere e per effettuare modifiche all'isola. Non pensavo, ma è uno dei giochi più carini presenti su switch. Super consigliato.",5,ACNH,AMAZON,23,5,2020,Italie
"My 11 yo daughter is in LOVE with this game. Shipping took a little longer than I had anticipated, but it arrived in perfect condition.",5,ACNH,AMAZON,8,6,2020,États-Unis
Great deal. Great price. Arrived before expected.,5,ACNH,AMAZON,20,4,2021,États-Unis
Great entertainment,4,ACNH,AMAZON,19,2,2021,Royaume-Uni
Really good game.  Relaxing and great for any age.  You can customise many things and as you progress you can design your own land.,5,ACNH,AMAZON,20,11,2020,Royaume-Uni
Daughter loves all the activities in the game I recommend,5,ACNH,AMAZON,16,6,2021,Royaume-Uni
Grandkids loved it.,4,ACNH,AMAZON,31,1,2021,Royaume-Uni
"I don't know if this has reared its ugly head, however if you are planning on playing this between 1 switch and 2 people don't bother. I am sorry that I can scarcely afford 1 switch but this is ridiculous. In a nut shell, no matter if you select a different profile you have to share 1 island, you can't have separate islands. This basically means that if the game is started and that player is say for example 4 hrs in, any new player is thrown in at that point. It gets worse, the more tasks completed by any player will leave less and less for the other user, eventually meaning that all the other player can do is walk round leaving the game useless as I have found out. If there is more than 1 player another switch will be needed. I actually sent it back as me and my wife both wanted to play it but it became confusing and tedious as the game was already started by 1 of us.",1,ACNH,AMAZON,31,12,2020,Royaume-Uni
My first Animal crossing game - it’s not for everyone but if you enjoy the mayes back style approach to gameplay then this will be a 5 star for you .,5,ACNH,AMAZON,26,8,2020,Royaume-Uni
I brought this for my daughters 7th birthday and she loves it. Its her favourite game. Would deffinately reccomend,5,ACNH,AMAZON,3,3,2021,Royaume-Uni
Product came swiftly and was packaged appropriately. Really fun game with 100's of things to do it will soon take over your life.,5,ACNH,AMAZON,31,12,2020,Royaume-Uni
"Brilliant game for all never gets boring, always something to do, they do free updates now and again which includes new items and tasks to complete.",5,ACNH,AMAZON,11,11,2020,Royaume-Uni
This game is the most beautiful AC game in the series. There are so many more things to do and I love the freedom and creativity of this new game. Playing this makes me feel so relaxed and at ease,5,ACNH,AMAZON,26,3,2020,Royaume-Uni
Bought as a Christmas gift for my Grandson so won't be using it for a few weeks yet. Friends have highly recommended the game.,5,ACNH,AMAZON,11,12,2020,Royaume-Uni
Bought for myself and love playing this game for hours and hours.,5,ACNH,AMAZON,12,5,2021,Royaume-Uni
Absolutely amazing. Waited a long time for this game and I was not disappointed. I couldn't wait for delivery so I purchased a second download game and had this one sent to my sister who I also delighted.,5,ACNH,AMAZON,10,4,2020,Royaume-Uni
Bought this at the beginning of lockdown & 7 months later I am still playing daily. This game is so cute it almost makes me lactate!,5,ACNH,AMAZON,28,10,2020,Royaume-Uni
"This is the cheapest we could find the game, got it for my partner and she is hooked! would highly recommend!",5,ACNH,AMAZON,26,1,2021,Royaume-Uni
"Bought this game for teenager.  They are really enjoying it.  Described it as ""capitalism for kids"".",5,ACNH,AMAZON,5,3,2021,Royaume-Uni
Animal Crossing is fun and relaxing to play .,5,ACNH,AMAZON,22,2,2021,États-Unis
I’ve been playing this game ever since! No regrets other than addiction :( I need to finish my degree!!!,5,ACNH,AMAZON,14,2,2021,Royaume-Uni
"One of the best games ever! Every child, including the hubs, has this game in our home.  Everyone enjoys it!",5,ACNH,AMAZON,20,7,2020,États-Unis
"Bought as a present for Grand daughter, she is chuffed to bits with it",5,ACNH,AMAZON,4,4,2021,Royaume-Uni
"Just started playing and I really enjoy it. I find it quite relaxing, like a nice way to end a stressful day.",5,ACNH,AMAZON,9,1,2021,Royaume-Uni
Great,5,ACNH,AMAZON,30,7,2021,États-Unis
My children love this game. I also enjoy it for a bit of relaxing wandering around the island,5,ACNH,AMAZON,21,2,2021,Royaume-Uni
Brilliant game enjoyed by all the family and a great price too,5,ACNH,AMAZON,25,4,2021,Royaume-Uni
Bought this for my son and he loves it.,5,ACNH,AMAZON,29,5,2021,Royaume-Uni
"Love this game, it’s so addictive and stop playing it",5,ACNH,AMAZON,18,5,2021,Royaume-Uni
I bought this for our 12 year grand daughter.  Her mother has just told me she is thrilled with it.,5,ACNH,AMAZON,31,12,2020,Royaume-Uni
"There was no stock when I ordered, had to waited a little for it to turn up. It is a great game to play. Although it does take up a lot of your daily time.",5,ACNH,AMAZON,17,5,2020,Royaume-Uni
"Buyer beware... The item description says ""UK version"", but many other reviewers have indicated they actually received the US version. Either way, UK or US, I figured I'd get something in English. Nope. I received a German copy. Why is finding a North American copy of this game so difficult? Am I missing something?",3,ACNH,AMAZON,25,6,2020,États-Unis
Great game arrived on time,4,ACNH,AMAZON,15,12,2020,Royaume-Uni
No complaints from my son! He had it as a Christmas present. Hours of fun. Fantastic price too.,5,ACNH,AMAZON,17,2,2021,Royaume-Uni
Such a fun game to pass time I could play this for days,5,ACNH,AMAZON,5,4,2021,Royaume-Uni
Love the game very interesting you can get addicted to it and time passes by and you have been on it for a few hours,5,ACNH,AMAZON,28,10,2020,Royaume-Uni
"Lovely game for all. Is a but of a grinder, but graphics and stories are so cute!",5,ACNH,AMAZON,26,2,2021,Royaume-Uni
"Great game. Yes, the lack of cross save is frustrating but the actual gameplay itself is so fun and addictive. This will definitely see me through the rest of quarantine and maybe even beyond that",5,ACNH,AMAZON,5,5,2020,Royaume-Uni
"Amazing game, hooked for hours a day! Definitely recommend to keep you entertained on a daily basis",5,ACNH,AMAZON,14,2,2021,Royaume-Uni
My son is obsessed with this game as it is like the sims when i was growing up.,5,ACNH,AMAZON,1,2,2021,Royaume-Uni
Grand kids love it hard to keep them of it lol.,5,ACNH,AMAZON,23,4,2021,Royaume-Uni
Amazing. So glad to get it at a reasonable price 🙌,5,ACNH,AMAZON,22,4,2021,Royaume-Uni
Great fun. Easy to play. My 5 year old loves it,5,ACNH,AMAZON,22,4,2021,Royaume-Uni
"I bought this game for my wife and since then it's been played everyday without fail. I can only assume that means it's good, plus its freed up the TV so I can play Doom Eternal. Win win!",5,ACNH,AMAZON,17,4,2020,Royaume-Uni
"I must say I love this game, play it every day and has played a big part in helping me and family (luckily we have more than one switch in the house) through covid-19 lockdown.",5,ACNH,AMAZON,1,5,2020,Royaume-Uni
i’ve only just started playing it on my lite but i have high hopes 😂 looks good so far,5,ACNH,AMAZON,13,1,2021,Royaume-Uni
"Finalmente compré este juego como mi regalo de complete jaja.¡Los personajes del juego son tan lindos! Necesitas construir tu isla los primeros tres días, y después de completar tu misión, puedes invitar a pequeños animales!! Y el idioma puede ser coincidido al idioma de tu Switch.",5,ACNH,AMAZON,27,8,2020,Espagne
"Great game, my teenage daughter loves it! Especially as it helps stave off the boredom during lockdown.",5,ACNH,AMAZON,30,1,2021,Royaume-Uni
The game is great a little slow at first but brings memories,5,ACNH,AMAZON,30,3,2021,Royaume-Uni
"Why can you not use pretty much any of the items? Has everyone gone mad? because I was told this is a great game.....very confused for example, I can hit rocks, I can jump across water with a frikken pole vault, I can fish, I can sleep on my bed or a hammock and I can run, but I cant use a frikken bike, I can’t hit a ball, I can get a cat scratching thing but can’t get a cat!?!? Nintendo sort it out please this is silly be warned newbies to the game...",2,ACNH,AMAZON,24,5,2021,Royaume-Uni
A gift,4,ACNH,AMAZON,1,1,2021,Royaume-Uni
Loved playing it on my nintendo lite slowly becoming addictive even though it's my first day playing there isnt alot to do as yet on the game but I cant wait to carry on playing it,5,ACNH,AMAZON,8,4,2020,Royaume-Uni
Amazing game always fun to play,5,ACNH,AMAZON,19,6,2021,Royaume-Uni
Bought for my wife to keep her busy in lockdown and she has not put it down,5,ACNH,AMAZON,7,1,2021,Royaume-Uni
So cute. So addictive. Lots of new events to keep it fresh.,5,ACNH,AMAZON,19,3,2021,Royaume-Uni
"Esta muy bien,  pero no lo recomiendo  para niños muy pequeños .",4,ACNH,AMAZON,17,12,2020,Espagne
"Gave to an 11 year old, not seen her since so excellent!",5,ACNH,AMAZON,8,3,2021,Royaume-Uni
Good game,4,ACNH,AMAZON,3,1,2021,Royaume-Uni
Bought as a birthday present and my daughter loves this game,5,ACNH,AMAZON,20,3,2021,Royaume-Uni
I’ve spent so many hours playing this game I love it,5,ACNH,AMAZON,19,3,2021,Royaume-Uni
"Daughter loves this game. Worth every penny, get loads of peace now lol. A☆☆☆☆☆",5,ACNH,AMAZON,3,3,2021,Royaume-Uni
"I am so happy to finally have animal crossing! I have been looking for it everywhere! Even though I had to pay a little extra for this one, i am happy with my purchase! 😊",5,ACNH,AMAZON,29,4,2020,Royaume-Uni
Say goodbye to your kids for hours on end...!,5,ACNH,AMAZON,3,5,2021,Royaume-Uni
Really easy to play game and for any age too,5,ACNH,AMAZON,11,4,2021,Royaume-Uni
"You will spend the rest of your life thinking about turnip prices and the possibility of wasps nests falling out of trees.You will forget your friends and replace them with virtual dragons, pandas and hippos.",5,ACNH,AMAZON,8,4,2020,Royaume-Uni
Arrived early granddaughter is so happy! Very little instructions to go with though I'm sure she will be able to figure out they always do🤗,5,ACNH,AMAZON,4,5,2020,États-Unis
"Great game, much cheaper than on the Nintendo game store and fast delivery",5,ACNH,AMAZON,28,2,2021,Royaume-Uni
"Great purchase, arrived quickly, 8 year old loves it.",5,ACNH,AMAZON,2,5,2021,Royaume-Uni
"Great game, graphics and everything are great to look at. Very addictive.",5,ACNH,AMAZON,18,3,2021,Royaume-Uni
"An excellent game, a perfect game for animal crossing fans and new comers to the game, and now with the auto save you won’t have that stupid mole telling you to save",5,ACNH,AMAZON,16,5,2020,Royaume-Uni
"A present for my granddaughter, all the family enjoy playing this",5,ACNH,AMAZON,19,3,2021,Royaume-Uni
"I bought this to see why it's apparently so popular. As I see it it's not so much a game as a social interaction tool. It's peaceful, pretty to look at and pleasant but not much more.",3,ACNH,AMAZON,14,3,2021,Royaume-Uni
Purchased as a gift recipient seemed pleased with the product no problems at all with the item,5,ACNH,AMAZON,11,1,2021,Royaume-Uni
Really did not expect to love this game as much as I do.,5,ACNH,AMAZON,18,2,2021,Royaume-Uni
"A very nice game that is fun, engaging and exiting....",5,ACNH,AMAZON,12,4,2021,Royaume-Uni
Great game,5,ACNH,AMAZON,26,7,2021,Royaume-Uni
Brilliant game children love it,5,ACNH,AMAZON,19,6,2021,Royaume-Uni
My daughter plays this everyday and doesn't seem to get bored of it. She loves it,5,ACNH,AMAZON,10,1,2021,Royaume-Uni
"This game is really enjoyable, very relaxing and engaging.",5,ACNH,AMAZON,15,4,2021,Royaume-Uni
This is one of the kids fav games... caution it is very addictive lol,5,ACNH,AMAZON,17,2,2021,Royaume-Uni
Bought as a birthday gift for our computer game loving daughter who is very happy with it.,5,ACNH,AMAZON,4,1,2021,Royaume-Uni
Brilliant game loving every second of play time,5,ACNH,AMAZON,15,4,2021,Royaume-Uni
As a parent it’s great as a nice calm game,5,ACNH,AMAZON,19,3,2021,Royaume-Uni
Have bought this as a present for my grand daughter for Christmas. Price was good and it arrived the next day.,5,ACNH,AMAZON,17,11,2020,Royaume-Uni
"Fun game for any age, everyone now has an account in our house.",5,ACNH,AMAZON,23,2,2021,Royaume-Uni
My husband is obsessed with this game! A great buy!,5,ACNH,AMAZON,8,3,2021,Royaume-Uni
Gift for my grandson. He es very happy,5,ACNH,AMAZON,11,1,2021,États-Unis
Not stopped being played by my grandchildren. They love it.,5,ACNH,AMAZON,22,3,2021,Royaume-Uni
Bought this game as a gift for my 17 year old daughter and rarely see her since! Shes comnected up with her friend and loves it! It's been a lockdown lifesaver!,5,ACNH,AMAZON,14,5,2020,Royaume-Uni
"Opened the sealed game case and no card, waiting on a replacement but if that turns up in the same shape I will not be pleased. Good thing I checked it and didn’t leave it till my Son’s birthday.",1,ACNH,AMAZON,17,8,2022,Royaume-Uni
This game is the tits,5,ACNH,AMAZON,2,3,2021,États-Unis
👍,4,ACNH,AMAZON,13,12,2020,Royaume-Uni
Perfect,4,ACNH,AMAZON,12,12,2020,Royaume-Uni
Great game. Son and his mother both love playing it!!!!,5,ACNH,AMAZON,14,3,2021,Royaume-Uni
Amazing game I am so addicted to it,5,ACNH,AMAZON,6,4,2021,Royaume-Uni
A game that you can spend hours in without noticing. 👍,5,ACNH,AMAZON,1,3,2021,Royaume-Uni
"Would recommend for any age, what a great game",5,ACNH,AMAZON,9,3,2021,Royaume-Uni
Great game. My 6 year old daughter loves it,5,ACNH,AMAZON,8,3,2021,Royaume-Uni
Potential to be a great multiplayer game but its not at all. The account that sets up the island can only progress story. Other players that join don't share progress which means they just assist the main account. (Lots of complaints around the Animals Crossing community about this),3,ACNH,AMAZON,13,8,2020,Royaume-Uni
"My daughter squealed with joy when this arrived today! She has been waiting for months, worth the wait as she has been playing for a few hours and occasionally I hear a giggle, a ‘wow’ or a ‘cool’",5,ACNH,AMAZON,20,3,2020,Royaume-Uni
Arrived quickly and I haven't stopped playing this since it arrived,5,ACNH,AMAZON,19,2,2021,Royaume-Uni
"This game has been perfect for lockdown. It's not a game for binging, but one that you can play 30 mins a day and clearly see progress. Nice little escape.",5,ACNH,AMAZON,18,5,2020,Royaume-Uni
Animal crossing is my addiction :)),5,ACNH,AMAZON,7,5,2021,Royaume-Uni
As of writing this review we are all in isolation. This new Animal Crossing has saved the day! Fantastic new addition to the series with so many features and the visuals look fantastic.,5,ACNH,AMAZON,27,3,2020,Royaume-Uni
Brilliant game for all ages - kids have played this daily,5,ACNH,AMAZON,18,2,2021,Royaume-Uni
Top,4,ACNH,AMAZON,24,1,2021,Allemagne
"Great game, keeps you entertained all day can’t put it down",5,ACNH,AMAZON,26,2,2021,Royaume-Uni
Great game lots of fun for the kids,5,ACNH,AMAZON,24,12,2020,États-Unis
Great item but daughter is 8 and finds it quite hard to play,5,ACNH,AMAZON,8,1,2021,Royaume-Uni
I love this game. It's fun and addictive. There is so much you can do on it. Hours of game play as well.,5,ACNH,AMAZON,6,9,2020,Royaume-Uni
such a good game!! super fun and you’ll be entertained for hours :) also very relaxing and calming when you’ve had a rough day 😊,5,ACNH,AMAZON,9,8,2020,Royaume-Uni
"Incredible game, best out of the whole AC franchise by far. Not too much else to say; if you're a fan, get it, and if not you will be after you get it.",5,ACNH,AMAZON,21,3,2020,Royaume-Uni
"Absolutely wonderful. I’m serious, get this. Both me and my girlfriend are hopelessly addicted.",5,ACNH,AMAZON,1,1,2021,Royaume-Uni
"One of the most addictive games I’ve played. Hours of fun, it’s great!",5,ACNH,AMAZON,19,1,2021,Royaume-Uni
Great game. Kids love it. Bit pricey tho considering it’s for a Nintendo switch.,5,ACNH,AMAZON,15,1,2021,Royaume-Uni
got it for my husband for his father's day gift and loves playing this game!,5,ACNH,AMAZON,31,7,2020,États-Unis
Hours of fun. Kids and adults live this.,5,ACNH,AMAZON,26,3,2021,Royaume-Uni
Only one island per console however it is a lot of mindless fun great for adults and kids. A great game to relax on.,5,ACNH,AMAZON,24,8,2020,Royaume-Uni
"My grandson loves this game, it’s his favourite at the moment.",5,ACNH,AMAZON,31,1,2021,Royaume-Uni
Despite a rough tutorial start the game is both fun and cute! The graphics is simple but beautiful on any weather with old and new characters that will make you smile.,5,ACNH,AMAZON,20,4,2020,Royaume-Uni
it was a gift for my nice and she loves it.,5,ACNH,AMAZON,23,1,2021,Royaume-Uni
Love this game so much to do,5,ACNH,AMAZON,11,4,2021,Royaume-Uni
Would give 5 stars as a really good game. Unfortunately ruined by the fact that you can only have 1 island per switch for all players. Only the main player can do the main quests. This ruins the game and unfortunately not all of us can afford to buy more than one switch.,3,ACNH,AMAZON,17,4,2020,Royaume-Uni
"The wife has been wanting this for a while, due to the lock down it seems everyone else does also! She now a very happy lady that's for sure!",5,ACNH,AMAZON,25,5,2020,Royaume-Uni
My kids really love it and a good quality too,5,ACNH,AMAZON,3,2,2021,Royaume-Uni
Great game hours and hours of fun would deffo recommend for children and adults,5,ACNH,AMAZON,9,1,2021,Royaume-Uni
My 11 year old Granddaughter loves this game. I don't think it is for Adults though??,5,ACNH,AMAZON,28,11,2020,Royaume-Uni
Grandaughter loved this so it gets 10/10,5,ACNH,AMAZON,28,3,2021,Royaume-Uni
"One happy little boy on Christmas Day! Great game, worth buying",5,ACNH,AMAZON,13,2,2021,Royaume-Uni
I like the game. Its fun to play.,5,ACNH,AMAZON,13,12,2020,États-Unis
A gift to a grandchild who seemed happy with it even weeks later. So probably a success.,5,ACNH,AMAZON,15,11,2020,Royaume-Uni
Muy divertido,5,ACNH,AMAZON,19,4,2021,États-Unis
My son loves this game! Even adults would really enjoy it!,5,ACNH,AMAZON,3,2,2021,Royaume-Uni
This is for my Grandsons birthday  he will love it.,5,ACNH,AMAZON,9,2,2021,Royaume-Uni
"Great game, need to play the game every day to keep up to date.",5,ACNH,AMAZON,28,12,2020,Royaume-Uni
